#X,#CH1
#Second,#Volt
-5.99E-04,-3.20E-03
-5.97E-04,-1.04E-03
-5.95E-04,1.04E-03
-5.93E-04,1.52E-03
-5.91E-04,2.00E-03
-5.89E-04,8.00E-05
-5.87E-04,-1.84E-03
-5.85E-04,-1.28E-03
-5.83E-04,-8.00E-04
-5.81E-04,6.40E-04
-5.79E-04,2.00E-03
-5.77E-04,1.76E-03
-5.75E-04,1.52E-03
-5.73E-04,1.04E-03
-5.71E-04,4.80E-04
-5.69E-04,-8.00E-05
-5.67E-04,-6.40E-04
-5.65E-04,-2.40E-04
-5.63E-04,1.60E-04
-5.61E-04,1.04E-03
-5.59E-04,1.84E-03
-5.57E-04,8.00E-04
-5.55E-04,-3.20E-04
-5.53E-04,-8.00E-04
-5.51E-04,-1.28E-03
-5.49E-04,-8.00E-05
-5.47E-04,1.12E-03
-5.45E-04,6.40E-04
-5.43E-04,8.00E-05
-5.41E-04,4.80E-04
-5.39E-04,8.80E-04
-5.37E-04,7.20E-04
-5.35E-04,4.80E-04
-5.33E-04,1.44E-03
-5.31E-04,2.40E-03
-5.29E-04,4.00E-04
-5.27E-04,-1.68E-03
-5.25E-04,4.80E-04
-5.23E-04,2.56E-03
-5.21E-04,7.20E-04
-5.19E-04,-1.20E-03
-5.17E-04,-8.00E-05
-5.15E-04,1.04E-03
-5.13E-04,1.12E-03
-5.11E-04,1.12E-03
-5.09E-04,4.80E-04
-5.07E-04,-1.60E-04
-5.05E-04,-7.20E-04
-5.03E-04,-1.36E-03
-5.01E-04,1.60E-04
-4.99E-04,1.68E-03
-4.97E-04,1.28E-03
-4.95E-04,8.00E-04
-4.93E-04,8.00E-04
-4.91E-04,7.20E-04
-4.89E-04,9.60E-04
-4.87E-04,1.12E-03
-4.85E-04,1.36E-03
-4.83E-04,1.52E-03
-4.81E-04,1.84E-03
-4.79E-04,2.08E-03
-4.77E-04,4.00E-04
-4.75E-04,-1.36E-03
-4.73E-04,-1.60E-04
-4.71E-04,9.60E-04
-4.69E-04,-1.36E-03
-4.67E-04,-3.68E-03
-4.65E-04,-1.52E-03
-4.63E-04,5.60E-04
-4.61E-04,8.00E-05
-4.59E-04,-4.80E-04
-4.57E-04,8.00E-04
-4.55E-04,2.00E-03
-4.53E-04,2.00E-03
-4.51E-04,2.00E-03
-4.49E-04,1.04E-03
-4.47E-04,0.00E+00
-4.45E-04,-4.00E-04
-4.43E-04,-8.80E-04
-4.41E-04,5.60E-04
-4.39E-04,2.00E-03
-4.37E-04,1.36E-03
-4.35E-04,6.40E-04
-4.33E-04,8.80E-04
-4.31E-04,1.04E-03
-4.29E-04,8.00E-05
-4.27E-04,-8.80E-04
-4.25E-04,-4.80E-04
-4.23E-04,-1.60E-04
-4.21E-04,5.60E-04
-4.19E-04,1.28E-03
-4.17E-04,5.60E-04
-4.15E-04,-1.60E-04
-4.13E-04,8.80E-04
-4.11E-04,1.92E-03
-4.09E-04,-1.60E-04
-4.07E-04,-2.24E-03
-4.05E-04,-1.20E-03
-4.03E-04,-2.40E-04
-4.01E-04,4.80E-04
-3.99E-04,1.12E-03
-3.97E-04,-1.60E-04
-3.95E-04,-1.44E-03
-3.93E-04,-8.00E-04
-3.91E-04,-1.60E-04
-3.89E-04,-7.20E-04
-3.87E-04,-1.28E-03
-3.85E-04,-5.60E-04
-3.83E-04,1.60E-04
-3.81E-04,-8.00E-04
-3.79E-04,-1.76E-03
-3.77E-04,-4.80E-04
-3.75E-04,8.00E-04
-3.73E-04,1.44E-03
-3.71E-04,2.00E-03
-3.69E-04,1.04E-03
-3.67E-04,0.00E+00
-3.65E-04,4.80E-04
-3.63E-04,8.80E-04
-3.61E-04,-4.80E-04
-3.59E-04,-1.84E-03
-3.57E-04,-3.20E-04
-3.55E-04,1.20E-03
-3.53E-04,-2.40E-04
-3.51E-04,-1.76E-03
-3.49E-04,-5.60E-04
-3.47E-04,5.60E-04
-3.45E-04,-9.60E-04
-3.43E-04,-2.56E-03
-3.41E-04,-1.76E-03
-3.39E-04,-9.60E-04
-3.37E-04,-1.36E-03
-3.35E-04,-1.84E-03
-3.33E-04,-4.00E-04
-3.31E-04,1.04E-03
-3.29E-04,1.60E-03
-3.27E-04,2.16E-03
-3.25E-04,-8.00E-04
-3.23E-04,-3.84E-03
-3.21E-04,-1.12E-03
-3.19E-04,1.52E-03
-3.17E-04,1.60E-04
-3.15E-04,-1.28E-03
-3.13E-04,2.40E-04
-3.11E-04,1.76E-03
-3.09E-04,-1.60E-04
-3.07E-04,-2.08E-03
-3.05E-04,0.00E+00
-3.03E-04,2.08E-03
-3.01E-04,-6.40E-04
-2.99E-04,-3.36E-03
-2.97E-04,-8.80E-04
-2.95E-04,1.60E-03
-2.93E-04,1.84E-03
-2.91E-04,2.08E-03
-2.89E-04,4.00E-04
-2.87E-04,-1.28E-03
-2.85E-04,-1.28E-03
-2.83E-04,-1.28E-03
-2.81E-04,-1.52E-03
-2.79E-04,-1.84E-03
-2.77E-04,0.00E+00
-2.75E-04,1.76E-03
-2.73E-04,-8.00E-04
-2.71E-04,-3.36E-03
-2.69E-04,-3.20E-03
-2.67E-04,-3.04E-03
-2.65E-04,-2.32E-03
-2.63E-04,-1.60E-03
-2.61E-04,-1.60E-04
-2.59E-04,1.28E-03
-2.57E-04,0.00E+00
-2.55E-04,-1.28E-03
-2.53E-04,-3.20E-04
-2.51E-04,6.40E-04
-2.49E-04,8.00E-04
-2.47E-04,9.60E-04
-2.45E-04,-2.40E-04
-2.43E-04,-1.52E-03
-2.41E-04,-2.40E-04
-2.39E-04,1.04E-03
-2.37E-04,-1.60E-04
-2.35E-04,-1.44E-03
-2.33E-04,-6.40E-04
-2.31E-04,8.00E-05
-2.29E-04,-1.28E-03
-2.27E-04,-2.64E-03
-2.25E-04,-1.28E-03
-2.23E-04,8.00E-05
-2.21E-04,4.80E-04
-2.19E-04,8.80E-04
-2.17E-04,-7.20E-04
-2.15E-04,-2.40E-03
-2.13E-04,-6.40E-04
-2.11E-04,1.12E-03
-2.09E-04,-2.40E-04
-2.07E-04,-1.60E-03
-2.05E-04,-1.36E-03
-2.03E-04,-1.20E-03
-2.01E-04,-1.36E-03
-1.99E-04,-1.52E-03
-1.97E-04,6.40E-04
-1.95E-04,2.80E-03
-1.93E-04,7.20E-04
-1.91E-04,-1.36E-03
-1.89E-04,-3.20E-04
-1.87E-04,6.40E-04
-1.85E-04,1.68E-03
-1.83E-04,2.64E-03
-1.81E-04,1.04E-03
-1.79E-04,-5.60E-04
-1.77E-04,1.68E-03
-1.75E-04,3.84E-03
-1.73E-04,1.36E-03
-1.71E-04,-1.12E-03
-1.69E-04,-2.40E-04
-1.67E-04,5.60E-04
-1.65E-04,4.00E-04
-1.63E-04,2.40E-04
-1.61E-04,1.04E-03
-1.59E-04,1.84E-03
-1.57E-04,8.00E-05
-1.55E-04,-1.68E-03
-1.53E-04,3.20E-04
-1.51E-04,2.24E-03
-1.49E-04,4.80E-04
-1.47E-04,-1.36E-03
-1.45E-04,-1.60E-04
-1.43E-04,9.60E-04
-1.41E-04,0.00E+00
-1.39E-04,-1.04E-03
-1.37E-04,-8.80E-04
-1.35E-04,-8.00E-04
-1.33E-04,1.60E-04
-1.31E-04,1.04E-03
-1.29E-04,8.00E-04
-1.27E-04,5.60E-04
-1.25E-04,-8.00E-05
-1.23E-04,-7.20E-04
-1.21E-04,6.40E-04
-1.19E-04,2.00E-03
-1.17E-04,1.84E-03
-1.15E-04,1.68E-03
-1.13E-04,7.20E-04
-1.11E-04,-2.40E-04
-1.09E-04,-3.20E-04
-1.07E-04,-4.00E-04
-1.05E-04,6.40E-04
-1.03E-04,1.68E-03
-1.01E-04,8.00E-04
-9.92E-05,-8.00E-05
-9.72E-05,2.40E-04
-9.52E-05,4.80E-04
-9.32E-05,1.52E-03
-9.12E-05,2.48E-03
-8.92E-05,1.68E-03
-8.72E-05,8.80E-04
-8.52E-05,1.04E-03
-8.32E-05,1.12E-03
-8.12E-05,-2.40E-04
-7.92E-05,-1.68E-03
-7.72E-05,-8.00E-04
-7.52E-05,0.00E+00
-7.32E-05,0.00E+00
-7.12E-05,-8.00E-05
-6.92E-05,1.52E-03
-6.72E-05,3.04E-03
-6.52E-05,1.36E-03
-6.32E-05,-4.00E-04
-6.12E-05,-1.60E-04
-5.92E-05,8.00E-05
-5.72E-05,4.80E-04
-5.52E-05,8.00E-04
-5.32E-05,-8.00E-05
-5.12E-05,-1.04E-03
-4.92E-05,7.20E-04
-4.72E-05,2.48E-03
-4.52E-05,1.28E-03
-4.32E-05,0.00E+00
-4.12E-05,4.00E-04
-3.92E-05,7.20E-04
-3.72E-05,-3.20E-04
-3.52E-05,-1.44E-03
-3.32E-05,8.00E-05
-3.12E-05,1.60E-03
-2.92E-05,3.20E-04
-2.72E-05,-1.04E-03
-2.52E-05,0.00E+00
-2.32E-05,1.04E-03
-2.12E-05,1.12E-03
-1.92E-05,1.12E-03
-1.72E-05,1.12E-03
-1.52E-05,1.04E-03
-1.32E-05,8.80E-04
-1.12E-05,6.40E-04
-9.20E-06,3.20E-04
-7.20E-06,0.00E+00
-5.20E-06,1.12E-03
-3.20E-06,2.16E-03
-1.20E-06,1.28E-03
8.00E-07,4.00E-04
2.80E-06,-4.80E-04
4.80E-06,8.80E-04
6.80E-06,2.24E-03
8.79E-06,8.00E-04
1.08E-05,-6.40E-04
1.28E-05,1.04E-03
1.48E-05,2.64E-03
1.68E-05,1.28E-03
1.88E-05,-8.00E-05
2.08E-05,1.52E-03
2.28E-05,3.04E-03
2.48E-05,2.16E-03
2.68E-05,1.28E-03
2.88E-05,8.80E-04
3.08E-05,4.80E-04
3.28E-05,1.44E-03
3.48E-05,2.32E-03
3.68E-05,8.00E-04
3.88E-05,-8.00E-04
4.08E-05,5.60E-04
4.28E-05,1.92E-03
4.48E-05,8.00E-04
4.68E-05,-3.20E-04
4.88E-05,5.60E-04
