#X,#CH1
#Second,#Volt
-2.92E-05,-1.36E-03
-2.91E-05,1.20E-03
-2.90E-05,-2.40E-04
-2.89E-05,-7.20E-04
-2.88E-05,-1.12E-03
-2.87E-05,-9.60E-04
-2.86E-05,5.60E-04
-2.85E-05,6.40E-04
-2.84E-05,3.20E-04
-2.83E-05,-1.12E-03
-2.82E-05,-1.52E-03
-2.81E-05,-6.40E-04
-2.80E-05,9.60E-04
-2.79E-05,8.00E-05
-2.78E-05,-1.92E-03
-2.77E-05,-8.00E-04
-2.76E-05,1.60E-04
-2.75E-05,7.20E-04
-2.74E-05,6.40E-04
-2.73E-05,-5.60E-04
-2.72E-05,-4.00E-04
-2.71E-05,-8.80E-04
-2.70E-05,0.00E+00
-2.69E-05,1.76E-03
-2.68E-05,-1.60E-04
-2.67E-05,-1.76E-03
-2.66E-05,-8.00E-05
-2.65E-05,4.00E-04
-2.64E-05,8.00E-04
-2.63E-05,3.20E-04
-2.62E-05,-1.28E-03
-2.61E-05,-2.40E-04
-2.60E-05,-6.40E-04
-2.59E-05,1.44E-03
-2.58E-05,1.12E-03
-2.57E-05,8.00E-05
-2.56E-05,-1.04E-03
-2.55E-05,8.00E-04
-2.54E-05,1.12E-03
-2.53E-05,1.36E-03
-2.52E-05,-6.40E-04
-2.51E-05,-1.28E-03
-2.50E-05,5.60E-04
-2.49E-05,6.40E-04
-2.48E-05,4.00E-04
-2.47E-05,4.00E-04
-2.46E-05,4.00E-04
-2.45E-05,-1.84E-03
-2.44E-05,9.60E-04
-2.43E-05,1.20E-03
-2.42E-05,4.80E-04
-2.41E-05,-8.80E-04
-2.40E-05,-6.40E-04
-2.39E-05,5.60E-04
-2.38E-05,9.60E-04
-2.37E-05,4.00E-04
-2.36E-05,-9.60E-04
-2.35E-05,-9.60E-04
-2.34E-05,-7.20E-04
-2.33E-05,7.20E-04
-2.32E-05,9.60E-04
-2.31E-05,-4.00E-04
-2.30E-05,-1.12E-03
-2.29E-05,-3.20E-04
-2.28E-05,1.04E-03
-2.27E-05,1.52E-03
-2.26E-05,-1.84E-03
-2.25E-05,-1.52E-03
-2.24E-05,-5.60E-04
-2.23E-05,4.80E-04
-2.22E-05,-1.04E-03
-2.21E-05,8.00E-04
-2.20E-05,-8.00E-04
-2.19E-05,-1.52E-03
-2.18E-05,1.60E-04
-2.17E-05,2.16E-03
-2.16E-05,-2.16E-03
-2.15E-05,-1.92E-03
-2.14E-05,-1.84E-03
-2.13E-05,8.00E-05
-2.12E-05,7.20E-04
-2.11E-05,6.40E-04
-2.10E-05,-1.60E-04
-2.09E-05,-1.44E-03
-2.08E-05,-7.20E-04
-2.07E-05,5.60E-04
-2.06E-05,7.20E-04
-2.05E-05,-4.00E-04
-2.04E-05,-1.20E-03
-2.03E-05,-9.60E-04
-2.02E-05,1.20E-03
-2.01E-05,1.68E-03
-2.00E-05,-7.20E-04
-1.99E-05,-4.80E-04
-1.98E-05,-4.80E-04
-1.97E-05,0.00E+00
-1.96E-05,-8.00E-05
-1.95E-05,1.04E-03
-1.94E-05,-8.00E-05
-1.93E-05,-7.20E-04
-1.92E-05,4.80E-04
-1.91E-05,1.68E-03
-1.90E-05,1.60E-03
-1.89E-05,0.00E+00
-1.88E-05,-8.00E-04
-1.87E-05,2.40E-04
-1.86E-05,8.80E-04
-1.85E-05,9.60E-04
-1.84E-05,4.80E-04
-1.83E-05,-8.00E-04
-1.82E-05,-6.40E-04
-1.81E-05,9.60E-04
-1.80E-05,8.80E-04
-1.79E-05,5.60E-04
-1.78E-05,-8.80E-04
-1.77E-05,-1.36E-03
-1.76E-05,1.76E-03
-1.75E-05,1.04E-03
-1.74E-05,1.60E-04
-1.73E-05,-5.60E-04
-1.72E-05,8.00E-05
-1.71E-05,-4.80E-04
-1.70E-05,5.60E-04
-1.69E-05,0.00E+00
-1.68E-05,-2.40E-04
-1.67E-05,-1.52E-03
-1.66E-05,-8.00E-04
-1.65E-05,1.20E-03
-1.64E-05,8.00E-04
-1.63E-05,-3.20E-04
-1.62E-05,-8.00E-04
-1.61E-05,-2.40E-04
-1.60E-05,0.00E+00
-1.59E-05,8.00E-04
-1.58E-05,-4.80E-04
-1.57E-05,-7.20E-04
-1.56E-05,-6.40E-04
-1.55E-05,0.00E+00
-1.54E-05,1.12E-03
-1.53E-05,3.20E-04
-1.52E-05,-1.28E-03
-1.51E-05,-1.44E-03
-1.50E-05,5.60E-04
-1.49E-05,6.40E-04
-1.48E-05,-4.00E-04
-1.47E-05,-9.60E-04
-1.46E-05,-2.40E-04
-1.45E-05,-4.00E-04
-1.44E-05,2.40E-04
-1.43E-05,7.20E-04
-1.42E-05,-1.60E-04
-1.41E-05,-1.12E-03
-1.40E-05,-1.36E-03
-1.39E-05,5.60E-04
