#X,#CH1
#Second,#Volt
-1.38E-05,1.28E-03
-1.37E-05,-3.20E-04
-1.36E-05,-4.80E-04
-1.35E-05,-1.60E-04
-1.34E-05,6.40E-04
-1.33E-05,1.36E-03
-1.32E-05,2.40E-04
-1.31E-05,-7.20E-04
-1.30E-05,-7.20E-04
-1.29E-05,-3.20E-04
-1.28E-05,1.12E-03
-1.27E-05,1.60E-03
-1.26E-05,-1.28E-03
-1.25E-05,1.60E-04
-1.24E-05,4.00E-04
-1.23E-05,1.84E-03
-1.22E-05,4.00E-04
-1.21E-05,-8.00E-05
-1.20E-05,-5.60E-04
-1.19E-05,2.40E-04
-1.18E-05,-8.00E-05
-1.17E-05,1.04E-03
-1.16E-05,9.60E-04
-1.15E-05,-9.60E-04
-1.14E-05,-4.80E-04
-1.13E-05,6.40E-04
-1.12E-05,1.52E-03
-1.11E-05,2.40E-04
-1.10E-05,-7.20E-04
-1.09E-05,-2.40E-04
-1.08E-05,6.40E-04
-1.07E-05,1.52E-03
-1.06E-05,4.80E-04
-1.05E-05,-8.00E-05
-1.04E-05,-1.12E-03
-1.03E-05,-6.40E-04
-1.02E-05,8.00E-04
-1.01E-05,7.20E-04
-9.99E-06,-1.20E-03
-9.89E-06,-1.44E-03
-9.80E-06,2.40E-04
-9.69E-06,1.12E-03
-9.59E-06,5.60E-04
-9.49E-06,-8.00E-05
-9.39E-06,-8.00E-04
-9.29E-06,-3.20E-04
-9.20E-06,-7.20E-04
-9.09E-06,4.80E-04
-8.99E-06,4.00E-04
-8.89E-06,-1.04E-03
-8.79E-06,-1.76E-03
-8.69E-06,7.20E-04
-8.60E-06,9.60E-04
-8.50E-06,4.80E-04
-8.39E-06,-9.60E-04
-8.29E-06,-1.28E-03
-8.19E-06,2.40E-04
-8.09E-06,4.00E-04
-7.99E-06,4.80E-04
-7.90E-06,-8.00E-05
-7.79E-06,-1.20E-03
-7.69E-06,-9.60E-04
-7.60E-06,1.60E-03
-7.50E-06,2.40E-04
-7.40E-06,0.00E+00
-7.30E-06,-1.76E-03
-7.20E-06,-3.20E-04
-7.10E-06,1.28E-03
-7.00E-06,7.20E-04
-6.90E-06,4.00E-04
-6.80E-06,6.40E-04
-6.70E-06,-8.00E-05
-6.60E-06,-2.40E-04
-6.50E-06,1.36E-03
-6.40E-06,7.20E-04
-6.30E-06,-7.20E-04
-6.20E-06,-1.20E-03
-6.10E-06,1.60E-04
-6.00E-06,1.92E-03
-5.90E-06,8.00E-04
-5.80E-06,1.60E-04
-5.70E-06,-2.40E-04
-5.60E-06,4.00E-04
-5.50E-06,1.20E-03
-5.40E-06,1.20E-03
-5.30E-06,6.40E-04
-5.20E-06,-1.52E-03
-5.10E-06,-4.80E-04
-5.00E-06,9.60E-04
-4.90E-06,1.44E-03
-4.80E-06,4.80E-04
-4.70E-06,-8.80E-04
-4.60E-06,-1.60E-04
-4.50E-06,9.60E-04
-4.40E-06,1.20E-03
-4.30E-06,-8.00E-05
-4.20E-06,6.40E-04
-4.10E-06,-4.80E-04
-4.00E-06,-4.80E-04
-3.90E-06,1.28E-03
-3.80E-06,9.60E-04
-3.70E-06,-3.20E-04
-3.60E-06,-1.92E-03
-3.50E-06,-5.60E-04
-3.40E-06,5.60E-04
-3.30E-06,6.40E-04
-3.20E-06,-5.60E-04
-3.10E-06,-3.20E-04
-3.00E-06,-3.20E-04
-2.90E-06,7.20E-04
-2.80E-06,1.28E-03
-2.70E-06,-8.00E-05
-2.60E-06,-1.52E-03
-2.50E-06,-5.60E-04
-2.40E-06,-8.80E-04
-2.30E-06,1.52E-03
-2.20E-06,-3.20E-04
-2.10E-06,-1.28E-03
-2.00E-06,-7.20E-04
-1.90E-06,-1.60E-04
-1.80E-06,-8.00E-05
-1.70E-06,-2.40E-04
-1.60E-06,-2.64E-03
-1.50E-06,4.00E-04
-1.40E-06,-1.84E-03
-1.30E-06,8.00E-04
-1.20E-06,4.80E-04
-1.10E-06,4.80E-04
-1.00E-06,-1.60E-03
-9.00E-07,-6.40E-04
-8.00E-07,4.00E-04
-7.00E-07,8.00E-05
-6.00E-07,-3.20E-04
-5.00E-07,-8.80E-04
-4.00E-07,-5.60E-04
-3.00E-07,0.00E+00
-2.00E-07,2.08E-03
-1.00E-07,6.40E-04
4.75E-14,-4.00E-04
1.00E-07,-4.80E-04
2.00E-07,-3.20E-04
3.00E-07,1.52E-03
4.00E-07,-8.00E-05
5.00E-07,-4.00E-04
6.00E-07,-5.60E-04
7.00E-07,4.80E-04
8.00E-07,3.20E-04
9.00E-07,1.36E-03
1.00E-06,1.12E-03
1.10E-06,-6.40E-04
1.20E-06,-7.20E-04
1.30E-06,1.60E-04
1.40E-06,1.68E-03
1.50E-06,6.40E-04
1.60E-06,-1.04E-03
1.70E-06,0.00E+00
1.80E-06,8.00E-04
1.90E-06,1.04E-03
2.00E-06,6.40E-04
2.10E-06,-3.20E-04
2.20E-06,-1.28E-03
2.30E-06,0.00E+00
2.40E-06,9.60E-04
2.50E-06,8.00E-04
2.60E-06,9.60E-04
2.70E-06,-1.52E-03
2.80E-06,3.20E-04
2.90E-06,2.16E-03
3.00E-06,8.80E-04
3.10E-06,-2.40E-04
3.20E-06,-8.80E-04
3.30E-06,-1.20E-03
3.40E-06,2.40E-04
3.50E-06,8.00E-05
3.60E-06,1.12E-03
3.70E-06,8.00E-05
3.80E-06,-1.52E-03
3.90E-06,-1.60E-04
4.00E-06,1.92E-03
4.10E-06,-1.60E-04
4.20E-06,-1.04E-03
4.30E-06,-1.04E-03
4.40E-06,-8.80E-04
4.50E-06,8.00E-04
4.60E-06,4.80E-04
4.70E-06,-3.20E-04
4.80E-06,-2.16E-03
4.90E-06,-1.04E-03
5.00E-06,1.60E-04
5.10E-06,8.00E-04
5.20E-06,3.20E-04
5.30E-06,-1.68E-03
5.40E-06,-8.00E-05
5.50E-06,8.00E-05
5.60E-06,1.12E-03
5.70E-06,-1.60E-04
5.80E-06,-5.60E-04
5.90E-06,-5.60E-04
6.00E-06,-1.20E-03
6.10E-06,2.40E-04
6.20E-06,1.52E-03
6.30E-06,8.00E-05
6.40E-06,-1.44E-03
6.50E-06,3.20E-04
6.60E-06,1.84E-03
6.70E-06,8.80E-04
6.80E-06,-1.60E-04
6.90E-06,-8.00E-04
7.00E-06,-7.20E-04
7.10E-06,2.40E-04
7.20E-06,1.04E-03
7.30E-06,5.60E-04
7.40E-06,-5.60E-04
7.50E-06,-8.00E-05
7.60E-06,-4.00E-04
7.69E-06,2.08E-03
7.79E-06,2.40E-04
7.89E-06,-5.60E-04
7.99E-06,-4.80E-04
8.09E-06,4.80E-04
8.19E-06,1.12E-03
8.29E-06,1.04E-03
8.39E-06,1.60E-04
8.49E-06,2.40E-04
8.59E-06,-1.12E-03
8.69E-06,8.00E-05
8.79E-06,1.76E-03
8.89E-06,1.60E-04
8.99E-06,-2.00E-03
9.09E-06,-3.20E-04
9.19E-06,6.40E-04
9.29E-06,1.28E-03
9.39E-06,5.60E-04
9.49E-06,-9.60E-04
9.59E-06,-6.40E-04
9.69E-06,0.00E+00
9.79E-06,2.40E-04
9.89E-06,1.12E-03
9.99E-06,-9.60E-04
1.01E-05,-1.20E-03
1.02E-05,-5.60E-04
1.03E-05,1.60E-03
1.04E-05,4.00E-04
1.05E-05,0.00E+00
1.06E-05,-1.20E-03
1.07E-05,-2.40E-04
1.08E-05,2.40E-04
1.09E-05,-4.00E-04
1.10E-05,9.60E-04
1.11E-05,-8.00E-04
1.12E-05,-2.08E-03
1.13E-05,0.00E+00
1.14E-05,1.52E-03
1.15E-05,-1.60E-04
1.16E-05,-1.36E-03
1.17E-05,-1.44E-03
1.18E-05,-3.20E-04
1.19E-05,8.80E-04
1.20E-05,6.40E-04
1.21E-05,-3.20E-04
1.22E-05,-5.60E-04
1.23E-05,-8.80E-04
1.24E-05,1.04E-03
1.25E-05,5.60E-04
1.26E-05,4.00E-04
1.27E-05,-1.76E-03
1.28E-05,-1.04E-03
1.29E-05,8.80E-04
1.30E-05,4.80E-04
1.31E-05,4.00E-04
1.32E-05,-3.20E-04
1.33E-05,8.00E-05
1.34E-05,-1.60E-04
1.35E-05,1.20E-03
1.36E-05,1.36E-03
1.37E-05,2.40E-04
1.38E-05,-1.68E-03
1.39E-05,-8.00E-05
1.40E-05,1.68E-03
1.41E-05,1.04E-03
1.42E-05,8.00E-05
1.43E-05,-8.80E-04
1.44E-05,-8.00E-05
1.45E-05,1.20E-03
1.46E-05,1.12E-03
1.47E-05,4.80E-04
1.48E-05,-8.00E-05
1.49E-05,-3.20E-04
1.50E-05,2.40E-04
1.51E-05,1.92E-03
1.52E-05,5.60E-04
1.53E-05,-6.40E-04
1.54E-05,-8.80E-04
1.55E-05,4.80E-04
1.56E-05,4.80E-04
1.57E-05,3.20E-04
1.58E-05,-4.00E-04
1.59E-05,4.00E-04
1.60E-05,-1.20E-03
1.61E-05,1.04E-03
1.62E-05,2.48E-03
1.63E-05,-4.00E-04
1.64E-05,-8.00E-04
1.65E-05,-4.00E-04
1.66E-05,0.00E+00
1.67E-05,8.00E-04
1.68E-05,-2.40E-04
1.69E-05,-1.68E-03
1.70E-05,-1.60E-04
1.71E-05,0.00E+00
1.72E-05,4.80E-04
1.73E-05,8.00E-04
1.74E-05,-1.04E-03
1.75E-05,-1.12E-03
1.76E-05,-4.00E-04
1.77E-05,8.80E-04
1.78E-05,8.00E-04
1.79E-05,-1.12E-03
1.80E-05,-1.04E-03
1.81E-05,-4.00E-04
1.82E-05,2.40E-04
1.83E-05,-2.40E-04
1.84E-05,9.60E-04
1.85E-05,-1.36E-03
1.86E-05,-1.52E-03
1.87E-05,-8.00E-05
1.88E-05,1.44E-03
1.89E-05,8.00E-04
1.90E-05,-1.04E-03
1.91E-05,-1.04E-03
1.92E-05,1.60E-04
1.93E-05,1.20E-03
1.94E-05,-3.20E-04
1.95E-05,-5.60E-04
1.96E-05,-1.20E-03
1.97E-05,-4.00E-04
1.98E-05,8.00E-04
1.99E-05,6.40E-04
2.00E-05,1.92E-03
2.01E-05,-8.00E-04
2.02E-05,-7.20E-04
2.03E-05,1.52E-03
2.04E-05,1.52E-03
2.05E-05,-5.60E-04
2.06E-05,-2.40E-04
2.07E-05,8.00E-05
2.08E-05,2.40E-04
2.09E-05,9.60E-04
2.10E-05,1.52E-03
2.11E-05,-2.40E-04
2.12E-05,-1.28E-03
2.13E-05,1.60E-04
2.14E-05,1.44E-03
2.15E-05,1.28E-03
2.16E-05,-4.00E-04
2.17E-05,-8.00E-04
2.18E-05,2.40E-04
2.19E-05,1.92E-03
2.20E-05,2.40E-04
2.21E-05,1.60E-04
2.22E-05,-8.80E-04
2.23E-05,-1.12E-03
2.24E-05,3.20E-04
2.25E-05,8.00E-04
2.26E-05,4.00E-04
2.27E-05,-6.40E-04
2.28E-05,-8.80E-04
2.29E-05,3.04E-03
2.30E-05,1.60E-04
2.31E-05,8.80E-04
2.32E-05,-1.20E-03
2.33E-05,0.00E+00
2.34E-05,-1.76E-03
2.35E-05,7.20E-04
2.36E-05,9.60E-04
2.37E-05,-8.80E-04
2.38E-05,-1.12E-03
2.39E-05,-1.36E-03
2.40E-05,8.00E-04
2.41E-05,1.12E-03
2.42E-05,-8.00E-04
2.43E-05,-1.92E-03
2.44E-05,-1.60E-04
2.45E-05,4.80E-04
2.46E-05,6.40E-04
2.47E-05,3.20E-04
2.48E-05,-1.20E-03
2.49E-05,-4.00E-04
2.50E-05,-1.04E-03
2.51E-05,7.20E-04
2.52E-05,4.80E-04
2.53E-05,-1.20E-03
2.54E-05,-1.28E-03
2.55E-05,8.80E-04
2.56E-05,8.00E-05
2.57E-05,3.20E-04
2.58E-05,3.20E-04
2.59E-05,-8.80E-04
2.60E-05,-9.60E-04
2.61E-05,4.00E-04
2.62E-05,5.60E-04
2.63E-05,1.60E-04
2.64E-05,-1.60E-03
2.65E-05,-1.20E-03
2.66E-05,1.04E-03
2.67E-05,1.52E-03
2.68E-05,0.00E+00
2.69E-05,-8.80E-04
2.70E-05,-7.20E-04
2.71E-05,9.60E-04
2.72E-05,8.00E-04
2.73E-05,2.48E-03
2.74E-05,-4.80E-04
2.75E-05,-1.60E-04
2.76E-05,-4.00E-04
2.77E-05,2.00E-03
2.78E-05,1.68E-03
2.79E-05,-1.12E-03
2.80E-05,-5.60E-04
2.81E-05,1.60E-04
2.82E-05,4.00E-04
2.83E-05,1.20E-03
2.84E-05,5.60E-04
2.85E-05,0.00E+00
2.86E-05,-6.40E-04
2.87E-05,4.80E-04
2.88E-05,1.12E-03
2.89E-05,1.20E-03
2.90E-05,-1.52E-03
2.91E-05,-1.28E-03
2.92E-05,4.00E-04
2.93E-05,1.52E-03
2.94E-05,3.20E-04
2.95E-05,-5.60E-04
2.96E-05,-1.60E-04
2.97E-05,3.20E-04
2.98E-05,1.04E-03
2.99E-05,8.00E-05
3.00E-05,8.00E-05
3.01E-05,-1.60E-03
3.02E-05,-1.44E-03
3.03E-05,1.04E-03
3.04E-05,7.20E-04
3.05E-05,-9.60E-04
3.06E-05,-8.00E-04
3.07E-05,-8.00E-04
