#f,#mV,#theta
587,528,0
582.25,264,0
591.4,263,0
584,500,60
588.4,252,60
579.6,250,60
583,472,120
579.1,237,120
588.4,238,120
587,525,180
582.25,263,180
591.3,264,180
584,498,240
579.5,250,240
588.4,250,240
584,478,300
579.3,238,300
588.8,240,300
