Name: Ryan
measurement station: King Louie
Sample: PST 442 G2
date: Tuesday, July 02, 2019
time: 8:20 PM
Comment: 
PST442 G2
6-Terminal Small Hall Bar
July 2nd, 2019

Pushing current from E to 12
Measuring Vxx from 9 to 10 using Agilent, GPIB 23
Measuring Vxy from 8 to 9 using Keysight 1, GPIB 22

Pushing a voltage of 100.0 mV at frequency 37.37Hz
Through divider of 1224:12
Reference resistance of 996.51 Kilohms
Ref. resistance voltage measured using Keysight 2, GPIB 24

Ref. resistance:Rxx:Rxy sensitivities are 1:1:0.05
Sweeping magnetic field from -14 to 14T at 0.1 T/min
Start Value B: -0.250000
End Value B: 0.250000
---------						
B field / T	Temperature (Ohm)	I-Keysight 01	Uxx-Keysight 02	Uxy- Ag1 Ch1	Rxx	Rxy
						
-2.50400E-1	6.29060E+3	6.06572E-3	7.59253E+0	1.19884E+0	1.24734E+6	1.96951E+5
-2.48900E-1	6.53220E+3	6.53812E-3	7.59295E+0	1.19895E+0	1.15728E+6	1.82739E+5
-2.42700E-1	6.68260E+3	5.88114E-3	7.59367E+0	1.19899E+0	1.28668E+6	2.03159E+5
-2.35200E-1	6.88400E+3	5.14470E-3	7.59429E+0	1.19910E+0	1.47099E+6	2.32262E+5
-2.27400E-1	6.99200E+3	5.79933E-3	7.59444E+0	1.19916E+0	1.30497E+6	2.06053E+5
-2.18800E-1	7.06600E+3	5.62065E-3	7.59513E+0	1.19926E+0	1.34657E+6	2.12621E+5
-2.10500E-1	7.13800E+3	5.48518E-3	7.59546E+0	1.19931E+0	1.37989E+6	2.17883E+5
-2.02100E-1	7.23300E+3	4.75643E-3	7.59586E+0	1.19936E+0	1.59139E+6	2.51276E+5
-1.93500E-1	7.30400E+3	5.09112E-3	7.59654E+0	1.19948E+0	1.48691E+6	2.34780E+5
-1.85200E-1	7.37500E+3	4.72680E-3	7.59657E+0	1.19943E+0	1.60152E+6	2.52865E+5
-1.76900E-1	7.44700E+3	4.50049E-3	7.59694E+0	1.19943E+0	1.68213E+6	2.65580E+5
-1.68200E-1	7.52700E+3	4.35663E-3	7.59721E+0	1.19940E+0	1.73774E+6	2.74345E+5
-1.59900E-1	7.60200E+3	4.62789E-3	7.59731E+0	1.19945E+0	1.63591E+6	2.58275E+5
-1.51600E-1	7.68700E+3	4.27962E-3	7.59726E+0	1.19945E+0	1.76902E+6	2.79291E+5
-1.43000E-1	7.76500E+3	4.17204E-3	7.59739E+0	1.19940E+0	1.81467E+6	2.86482E+5
-1.34700E-1	7.85700E+3	3.91591E-3	7.59755E+0	1.19944E+0	1.93340E+6	3.05231E+5
-1.26400E-1	7.95200E+3	4.27092E-3	7.59778E+0	1.19942E+0	1.77275E+6	2.79854E+5
-1.18100E-1	8.05300E+3	3.38830E-3	7.59815E+0	1.19945E+0	2.23464E+6	3.52763E+5
-1.09300E-1	8.12700E+3	3.25854E-3	7.59803E+0	1.19940E+0	2.32359E+6	3.66796E+5
-1.01000E-1	8.28500E+3	3.65827E-3	7.59808E+0	1.19938E+0	2.06971E+6	3.26710E+5
-9.28000E-2	8.40800E+3	3.24223E-3	7.59832E+0	1.19937E+0	2.33537E+6	3.68631E+5
-8.40000E-2	8.53100E+3	2.90309E-3	7.59821E+0	1.19933E+0	2.60815E+6	4.11681E+5
-7.57000E-2	8.66600E+3	2.80347E-3	7.59856E+0	1.19934E+0	2.70095E+6	4.26314E+5
-6.75000E-2	8.80400E+3	3.00027E-3	7.59840E+0	1.19922E+0	2.52373E+6	3.98308E+5
-5.88000E-2	8.95400E+3	2.82689E-3	7.59894E+0	1.19924E+0	2.67871E+6	4.22743E+5
-5.05000E-2	9.07500E+3	3.07360E-3	7.59855E+0	1.19916E+0	2.46357E+6	3.88787E+5
-4.21000E-2	9.21500E+3	2.53466E-3	7.59848E+0	1.19901E+0	2.98736E+6	4.71395E+5
-3.34000E-2	9.36700E+3	2.38465E-3	7.59882E+0	1.19900E+0	3.17544E+6	5.01044E+5
-2.50000E-2	9.54500E+3	2.08372E-3	7.59900E+0	1.19888E+0	3.63412E+6	5.73347E+5
-1.68000E-2	9.73500E+3	1.37961E-3	7.59926E+0	1.19876E+0	5.48905E+6	8.65877E+5
-8.50000E-3	9.94000E+3	1.90776E-3	7.59916E+0	1.19867E+0	3.96939E+6	6.26121E+5
3.00000E-4	1.01250E+4	1.13640E-3	7.59921E+0	1.19858E+0	6.66374E+6	1.05104E+6
8.70000E-3	1.02990E+4	1.32403E-3	7.59886E+0	1.19854E+0	5.71915E+6	9.02057E+5
1.70000E-2	1.04680E+4	1.18910E-3	7.59876E+0	1.19865E+0	6.36807E+6	1.00451E+6
2.53000E-2	1.07580E+4	1.16817E-3	7.59837E+0	1.19876E+0	6.48181E+6	1.02261E+6
3.39000E-2	1.08840E+4	1.79885E-3	7.59818E+0	1.19885E+0	4.20916E+6	6.64126E+5
4.23000E-2	1.09840E+4	4.56808E-4	7.59814E+0	1.19900E+0	1.65751E+7	2.61558E+6
5.06000E-2	1.10690E+4	7.24157E-4	7.59794E+0	1.19906E+0	1.04555E+7	1.65002E+6
5.93000E-2	1.11660E+4	8.53912E-4	7.59749E+0	1.19909E+0	8.86623E+6	1.39933E+6
6.76000E-2	1.12380E+4	5.24590E-4	7.59761E+0	1.19919E+0	1.44324E+7	2.27797E+6
7.59000E-2	1.13230E+4	4.59621E-4	7.59747E+0	1.19916E+0	1.64722E+7	2.59992E+6
8.47000E-2	1.14020E+4	-2.97149E-5	7.59731E+0	1.19931E+0	-2.54781E+8	-4.02196E+7
9.29000E-2	1.14750E+4	1.15486E-4	7.59704E+0	1.19931E+0	6.55538E+7	1.03487E+7
1.01300E-1	1.15500E+4	1.30272E-4	7.59749E+0	1.19941E+0	5.81168E+7	9.17487E+6
1.09900E-1	1.16270E+4	3.34277E-4	7.59694E+0	1.19940E+0	2.26472E+7	3.57552E+6
1.18300E-1	1.17080E+4	-6.95665E-4	7.59681E+0	1.19942E+0	-1.08821E+7	-1.71811E+6
1.26500E-1	1.17960E+4	-5.48466E-4	7.59706E+0	1.19950E+0	-1.38031E+7	-2.17937E+6
1.35200E-1	1.18830E+4	-4.36617E-4	7.59680E+0	1.19950E+0	-1.73385E+7	-2.73767E+6
1.43500E-1	1.19670E+4	-7.63505E-4	7.59687E+0	1.19958E+0	-9.91527E+6	-1.56567E+6
1.51800E-1	1.20600E+4	-1.37330E-3	7.59685E+0	1.19954E+0	-5.51252E+6	-8.70426E+5
1.60500E-1	1.21480E+4	-8.49744E-4	7.59680E+0	1.19958E+0	-8.90891E+6	-1.40677E+6
1.68800E-1	1.22340E+4	-9.37419E-4	7.59688E+0	1.19967E+0	-8.07575E+6	-1.27530E+6
1.77000E-1	1.23230E+4	-1.45286E-3	7.59649E+0	1.19961E+0	-5.21040E+6	-8.22805E+5
1.85700E-1	1.24080E+4	-1.09681E-3	7.59662E+0	1.19971E+0	-6.90194E+6	-1.09000E+6
1.94000E-1	1.24940E+4	-1.21103E-3	7.59663E+0	1.19968E+0	-6.25098E+6	-9.87169E+5
2.02300E-1	1.25770E+4	-1.37201E-3	7.59624E+0	1.19964E+0	-5.51726E+6	-8.71319E+5
2.10700E-1	1.26620E+4	-1.47733E-3	7.59650E+0	1.19975E+0	-5.12411E+6	-8.09271E+5
2.19300E-1	1.27480E+4	-1.45892E-3	7.59646E+0	1.19973E+0	-5.18874E+6	-8.19475E+5
2.27600E-1	1.28260E+4	-2.00814E-3	7.59733E+0	1.19977E+0	-3.77007E+6	-5.95366E+5
2.35900E-1	1.29020E+4	-2.12884E-3	7.59649E+0	1.19987E+0	-3.55592E+6	-5.61659E+5
2.44700E-1	1.29840E+4	-1.87855E-3	7.59605E+0	1.19979E+0	-4.02946E+6	-6.36449E+5
2.51600E-1	1.30590E+4	-1.95358E-3	7.59566E+0	1.19974E+0	-3.87450E+6	-6.11980E+5
2.52700E-1	1.31350E+4	-2.12584E-3	7.59615E+0	1.19977E+0	-3.56077E+6	-5.62407E+5
2.51600E-1	1.32060E+4	-2.39707E-3	7.59572E+0	1.19971E+0	-3.15770E+6	-4.98742E+5
2.50600E-1	1.32810E+4	-2.28158E-3	7.59591E+0	1.19981E+0	-3.31761E+6	-5.24032E+5
