Name: Ryan
measurement station: King Louie
Sample: PST 442 G2
date: Tuesday, July 02, 2019
time: 8:28 PM
Comment: 
PST442 G2
6-Terminal Small Hall Bar
July 2nd, 2019

Pushing current from E to 12
Measuring Vxx from 9 to 10 using Agilent, GPIB 23
Measuring Vxy from 8 to 9 using Keysight 1, GPIB 22

Pushing a voltage of 100.0 mV at frequency 37.37Hz
Through divider of 1224:12
Reference resistance of 996.51 Kilohms
Ref. resistance voltage measured using Keysight 2, GPIB 24

Ref. resistance:Rxx:Rxy sensitivities are 1:1:0.05
Sweeping magnetic field from -14 to 14T at 0.1 T/min
Start Value B: -0.250000
End Value B: 0.250000
---------						
B field / T	Temperature (Ohm)	I-Keysight 01	Uxx-Keysight 02	Uxy- Ag1 Ch1	Rxx	Rxy
						
-2.50200E-1	1.61590E+4	6.22099E-3	7.59542E+0	1.19972E+0	1.21667E+6	1.92178E+5
-2.48800E-1	1.63120E+4	5.66958E-3	7.59518E+0	1.19967E+0	1.33496E+6	2.10859E+5
-2.42500E-1	1.64600E+4	5.45662E-3	7.59562E+0	1.19974E+0	1.38714E+6	2.19101E+5
-2.35200E-1	1.66110E+4	5.68681E-3	7.59518E+0	1.19969E+0	1.33092E+6	2.10225E+5
-2.27100E-1	1.67600E+4	5.93197E-3	7.59531E+0	1.19970E+0	1.27593E+6	2.01537E+5
-2.18600E-1	1.69080E+4	5.62786E-3	7.59521E+0	1.19964E+0	1.34486E+6	2.12417E+5
-2.10200E-1	1.70590E+4	4.98860E-3	7.59516E+0	1.19965E+0	1.51719E+6	2.39639E+5
-2.02000E-1	1.72000E+4	5.04174E-3	7.59507E+0	1.19962E+0	1.50118E+6	2.37107E+5
-1.93300E-1	1.73420E+4	4.72388E-3	7.59532E+0	1.19957E+0	1.60225E+6	2.53052E+5
-1.85000E-1	1.74840E+4	5.25643E-3	7.59534E+0	1.19966E+0	1.43992E+6	2.27430E+5
-1.76700E-1	1.76250E+4	4.30226E-3	7.59540E+0	1.19956E+0	1.75928E+6	2.77849E+5
-1.68100E-1	1.77610E+4	4.54904E-3	7.59539E+0	1.19961E+0	1.66384E+6	2.62786E+5
-1.59800E-1	1.78970E+4	4.57357E-3	7.59546E+0	1.19952E+0	1.65493E+6	2.61357E+5
-1.51400E-1	1.80280E+4	4.22289E-3	7.59514E+0	1.19948E+0	1.79229E+6	2.83051E+5
-1.42700E-1	1.81580E+4	4.11917E-3	7.59565E+0	1.19956E+0	1.83754E+6	2.90197E+5
-1.34400E-1	1.82890E+4	3.78522E-3	7.59526E+0	1.19944E+0	1.99955E+6	3.15767E+5
-1.26300E-1	1.84140E+4	3.76457E-3	7.59553E+0	1.19946E+0	2.01059E+6	3.17507E+5
-1.17900E-1	1.85350E+4	3.47902E-3	7.59571E+0	1.19944E+0	2.17567E+6	3.43561E+5
-1.09200E-1	1.86580E+4	4.42767E-3	7.59541E+0	1.19931E+0	1.70945E+6	2.69921E+5
-1.00800E-1	1.87800E+4	3.08021E-3	7.59560E+0	1.19934E+0	2.45733E+6	3.88011E+5
-9.25000E-2	1.88950E+4	2.72046E-3	7.59600E+0	1.19936E+0	2.78243E+6	4.39329E+5
-8.38000E-2	1.90130E+4	3.16920E-3	7.59549E+0	1.19922E+0	2.38829E+6	3.77077E+5
-7.56000E-2	1.91230E+4	3.37352E-3	7.59595E+0	1.19924E+0	2.24378E+6	3.54247E+5
-6.72000E-2	1.92350E+4	2.93669E-3	7.59598E+0	1.19920E+0	2.57755E+6	4.06925E+5
-5.85000E-2	1.93440E+4	2.59321E-3	7.59566E+0	1.19904E+0	2.91883E+6	4.60763E+5
-5.03000E-2	1.94500E+4	2.51590E-3	7.59569E+0	1.19893E+0	3.00854E+6	4.74878E+5
-4.19000E-2	1.95520E+4	2.13891E-3	7.59578E+0	1.19887E+0	3.53884E+6	5.58550E+5
-3.32000E-2	1.96470E+4	2.57015E-3	7.59583E+0	1.19874E+0	2.94509E+6	4.64782E+5
-2.50000E-2	1.97480E+4	1.45801E-3	7.59606E+0	1.19862E+0	5.19171E+6	8.19229E+5
-1.66000E-2	1.98420E+4	1.55194E-3	7.59660E+0	1.19852E+0	4.87781E+6	7.69577E+5
-8.30000E-3	1.99340E+4	1.98306E-3	7.59621E+0	1.19836E+0	3.81719E+6	6.02188E+5
6.00000E-4	2.00250E+4	1.80622E-3	7.59649E+0	1.19822E+0	4.19106E+6	6.61070E+5
8.90000E-3	2.01130E+4	1.34474E-3	7.59675E+0	1.19832E+0	5.62951E+6	8.88003E+5
1.71000E-2	2.01980E+4	1.17664E-3	7.59646E+0	1.19841E+0	6.43352E+6	1.01495E+6
2.54000E-2	2.02830E+4	1.13514E-3	7.59591E+0	1.19841E+0	6.66823E+6	1.05205E+6
3.42000E-2	2.03630E+4	1.00298E-3	7.59623E+0	1.19879E+0	7.54723E+6	1.19106E+6
4.25000E-2	2.04400E+4	7.57038E-4	7.59574E+0	1.19882E+0	9.99849E+6	1.57805E+6
5.08000E-2	2.05190E+4	1.08295E-3	7.59568E+0	1.19891E+0	6.98939E+6	1.10321E+6
5.95000E-2	2.05890E+4	8.81319E-4	7.59539E+0	1.19896E+0	8.58813E+6	1.35567E+6
6.79000E-2	2.06620E+4	4.49929E-4	7.59530E+0	1.19904E+0	1.68222E+7	2.65565E+6
7.61000E-2	2.07300E+4	1.18421E-4	7.59553E+0	1.19919E+0	6.39161E+7	1.00911E+7
8.48000E-2	2.08000E+4	8.60500E-5	7.59540E+0	1.19921E+0	8.79592E+7	1.38875E+7
9.32000E-2	2.08660E+4	1.52066E-4	7.59508E+0	1.19920E+0	4.97715E+7	7.85852E+6
1.01500E-1	2.09300E+4	-6.44608E-4	7.59497E+0	1.19923E+0	-1.17412E+7	-1.85390E+6
1.09700E-1	2.09930E+4	-3.03625E-4	7.59515E+0	1.19936E+0	-2.49276E+7	-3.93634E+6
1.18500E-1	2.10520E+4	-1.37440E-4	7.59498E+0	1.19938E+0	-5.50676E+7	-8.69611E+6
1.26700E-1	2.11080E+4	2.09297E-4	7.59480E+0	1.19936E+0	3.61606E+7	5.71044E+6
1.35100E-1	2.11640E+4	-6.56290E-4	7.59517E+0	1.19944E+0	-1.15325E+7	-1.82123E+6
1.43800E-1	2.12200E+4	-3.05464E-4	7.59499E+0	1.19945E+0	-2.47770E+7	-3.91294E+6
1.52000E-1	2.12740E+4	-3.83285E-4	7.59473E+0	1.19940E+0	-1.97457E+7	-3.11835E+6
