#Source,#CH1,#CH2
#Second,#Volt,#Volt
-0.00040236,-0.0288,0.0304
-0.00040232,-0.028,0.0304
-0.00040228,-0.028,0.0296
-0.00040224,-0.028,0.0312
-0.0004022,-0.0288,0.0312
-0.00040216,-0.028,0.0304
-0.00040212,-0.0296,0.0296
-0.00040208,-0.0272,0.0304
-0.00040204,-0.0288,0.0312
-0.000402,-0.0296,0.0312
-0.00040196,-0.0296,0.032
-0.00040192,-0.0288,0.0304
-0.00040188,-0.028,0.0304
-0.00040184,-0.0288,0.032
-0.0004018,-0.0296,0.0312
-0.00040176,-0.0288,0.0304
-0.00040172,-0.0296,0.032
-0.00040168,-0.028,0.0296
-0.00040164,-0.0288,0.0296
-0.0004016,-0.0288,0.0312
-0.00040156,-0.0288,0.0296
-0.00040152,-0.0296,0.0304
-0.00040148,-0.0288,0.032
-0.00040144,-0.0288,0.0304
-0.0004014,-0.0288,0.0304
-0.00040136,-0.0288,0.0304
-0.00040132,-0.0304,0.032
-0.00040128,-0.0272,0.0304
-0.00040124,-0.0288,0.0304
-0.0004012,-0.028,0.0296
-0.00040116,-0.0296,0.0288
-0.00040112,-0.0288,0.0312
-0.00040108,-0.028,0.0304
-0.00040104,-0.0288,0.0304
-0.000401,-0.0288,0.0288
-0.00040096,-0.0272,0.0296
-0.00040092,-0.0312,0.0304
-0.00040088,-0.0296,0.0312
-0.00040084,-0.0296,0.0296
-0.0004008,-0.0296,0.0296
-0.00040076,-0.0304,0.0296
-0.00040072,-0.0304,0.0304
-0.00040068,-0.028,0.0296
-0.00040064,-0.028,0.0304
-0.0004006,-0.0288,0.0304
-0.00040056,-0.0296,0.0296
-0.00040052,-0.0304,0.0312
-0.00040048,-0.028,0.0296
-0.00040044,-0.0288,0.0296
-0.0004004,-0.0288,0.0296
-0.00040036,-0.0288,0.0304
-0.00040032,-0.0272,0.0288
-0.00040028,-0.028,0.0296
-0.00040024,-0.0288,0.0296
-0.0004002,-0.0288,0.0304
-0.00040016,-0.0288,0.0296
-0.00040012,-0.0288,0.0296
-0.00040008,-0.0288,0.0296
-0.00040004,-0.0304,0.0296
-0.0004,-0.0312,0.0296
-0.00039996,-0.0304,0.0288
-0.00039992,-0.028,0.0296
-0.00039988,-0.0304,0.0296
-0.00039984,-0.0296,0.0304
-0.0003998,-0.0296,0.0304
-0.00039976,-0.0288,0.0288
-0.00039972,-0.0288,0.0288
-0.00039968,-0.0272,0.0288
-0.00039964,-0.0312,0.0304
-0.0003996,-0.0296,0.0296
-0.00039956,-0.028,0.0296
-0.00039952,-0.0288,0.0296
-0.00039948,-0.028,0.0288
-0.00039944,-0.028,0.0296
-0.0003994,-0.0296,0.0288
-0.00039936,-0.0296,0.0288
-0.00039932,-0.028,0.0296
-0.00039928,-0.0304,0.0288
-0.00039924,-0.0296,0.0304
-0.0003992,-0.0296,0.0288
-0.00039916,-0.0296,0.0288
-0.00039912,-0.0304,0.0296
-0.00039908,-0.0288,0.0288
-0.00039904,-0.0296,0.0288
-0.000399,-0.0304,0.0288
-0.00039896,-0.0312,0.0304
-0.00039892,-0.028,0.0288
-0.00039888,-0.0312,0.0296
-0.00039884,-0.0304,0.0288
-0.0003988,-0.0296,0.0272
-0.00039876,-0.0288,0.0288
-0.00039872,-0.0296,0.0296
-0.00039868,-0.0296,0.0288
-0.00039864,-0.0304,0.0288
-0.0003986,-0.0296,0.0288
-0.00039856,-0.028,0.0288
-0.00039852,-0.0296,0.0296
-0.00039848,-0.0304,0.0288
-0.00039844,-0.0304,0.0288
-0.0003984,-0.0296,0.0288
-0.00039836,-0.0296,0.0288
-0.00039832,-0.0304,0.0296
-0.00039828,-0.0296,0.0288
-0.00039824,-0.0304,0.0288
-0.0003982,-0.028,0.0288
-0.00039816,-0.0296,0.0288
-0.00039812,-0.028,0.0272
-0.00039808,-0.0296,0.0288
-0.00039804,-0.0288,0.0288
-0.000398,-0.0304,0.028
-0.00039796,-0.0304,0.0296
-0.00039792,-0.0304,0.0288
-0.00039788,-0.0304,0.0272
-0.00039784,-0.0288,0.0288
-0.0003978,-0.032,0.0288
-0.00039776,-0.0288,0.0288
-0.00039772,-0.0288,0.0288
-0.00039768,-0.0296,0.028
-0.00039764,-0.0304,0.0288
-0.0003976,-0.0304,0.0288
-0.00039756,-0.0288,0.0288
-0.00039752,-0.0312,0.0272
-0.00039748,-0.0304,0.0296
-0.00039744,-0.0288,0.0288
-0.0003974,-0.0304,0.0296
-0.00039736,-0.0296,0.0288
-0.00039732,-0.0296,0.028
-0.00039728,-0.0304,0.0288
-0.00039724,-0.0312,0.0288
-0.0003972,-0.0304,0.028
-0.00039716,-0.0304,0.0288
-0.00039712,-0.0288,0.0288
-0.00039708,-0.0288,0.0288
-0.00039704,-0.0304,0.028
-0.000397,-0.0304,0.0288
-0.00039696,-0.0288,0.0288
-0.00039692,-0.0304,0.0272
-0.00039688,-0.0304,0.0288
-0.00039684,-0.0312,0.0288
-0.0003968,-0.0304,0.0288
-0.00039676,-0.0296,0.028
-0.00039672,-0.028,0.0264
-0.00039668,-0.0304,0.0288
-0.00039664,-0.0304,0.0288
-0.0003966,-0.0288,0.028
-0.00039656,-0.0304,0.0288
-0.00039652,-0.0296,0.0288
-0.00039648,-0.0304,0.0288
-0.00039644,-0.0304,0.028
-0.0003964,-0.0304,0.0272
-0.00039636,-0.0312,0.0288
-0.00039632,-0.0312,0.0288
-0.00039628,-0.0304,0.0288
-0.00039624,-0.0304,0.0296
-0.0003962,-0.0312,0.0288
-0.00039616,-0.0312,0.028
-0.00039612,-0.0312,0.0288
-0.00039608,-0.0312,0.028
-0.00039604,-0.0296,0.0264
-0.000396,-0.0304,0.0288
-0.00039596,-0.0312,0.0272
-0.00039592,-0.0312,0.028
-0.00039588,-0.0304,0.028
-0.00039584,-0.0312,0.0272
-0.0003958,-0.0304,0.0288
-0.00039576,-0.0304,0.0272
-0.00039572,-0.0288,0.028
-0.00039568,-0.0304,0.0272
-0.00039564,-0.0312,0.0288
-0.0003956,-0.0312,0.028
-0.00039556,-0.0304,0.028
-0.00039552,-0.0304,0.028
-0.00039548,-0.0312,0.0272
-0.00039544,-0.0312,0.028
-0.0003954,-0.0296,0.028
-0.00039536,-0.0304,0.0272
-0.00039532,-0.0304,0.0272
-0.00039528,-0.0328,0.0264
-0.00039524,-0.0296,0.0288
-0.0003952,-0.0304,0.028
-0.00039516,-0.0312,0.028
-0.00039512,-0.0304,0.0288
-0.00039508,-0.0288,0.0272
-0.00039504,-0.0304,0.0272
-0.000395,-0.0288,0.0264
-0.00039496,-0.0312,0.028
-0.00039492,-0.0312,0.0272
-0.00039488,-0.0296,0.0272
-0.00039484,-0.0304,0.0264
-0.0003948,-0.0312,0.0264
-0.00039476,-0.0288,0.0264
-0.00039472,-0.0312,0.028
-0.00039468,-0.0312,0.028
-0.00039464,-0.0328,0.028
-0.0003946,-0.0296,0.0264
-0.00039456,-0.0312,0.0272
-0.00039452,-0.0312,0.0272
-0.00039448,-0.0312,0.0272
-0.00039444,-0.0304,0.0264
-0.0003944,-0.0312,0.028
-0.00039436,-0.0304,0.0264
-0.00039432,-0.0312,0.0272
-0.00039428,-0.0312,0.0264
-0.00039424,-0.0312,0.0288
-0.0003942,-0.0304,0.0264
-0.00039416,-0.0288,0.0264
