#1/RC,#Ratio,#Uncertainty
#Hertz,#Seconds,#Seconds
4.814735247,1.66157E-05,8.32314E-06
10.47329007,9.5481E-06,3.83123E-06
86.82984078,0.000148566,5.13492E-06
967.5325115,7.40647E-05,2.33131E-06
10693.78039,7.43928E-05,2.36518E-06
97683.57087,7.62237E-05,2.4013E-06
976835.7087,7.4123E-05,2.33512E-06
