#  Vmag     Imag      dx       dy
 26.5420  25.6430  -0.5400  -0.2000
 28.7780  27.6010  -0.5800  -0.5100
 24.3240  23.7980  -0.7000  -0.0900
 24.8590  24.1390  -0.7100  -0.1700
 25.0280  23.1900   0.1400  -0.0100
 28.2430  27.1550  -0.7300  -0.3300
 22.6950  21.2610  -0.0400  -0.1000
 23.8560  22.1450  -0.0700   0.1700
 27.1440  24.5440  -0.0900  -0.0600
 28.2330  25.1680  -0.0400  -0.0800
 24.0780  22.3240  -0.1100  -0.0900
 23.4570  21.8820  -0.1900  -0.0500
 23.3350  21.7850  -0.1400   0.0200
 23.1180  21.6100   0.0000  -0.0500
 26.1450  25.3610  -0.6100  -0.3200
 26.8050  25.7980  -0.6200  -0.1500
 23.2440  21.7300   0.0200   0.0500
 22.4980  22.0520  -0.6000  -0.2600
 28.6370  27.4020  -0.4800  -0.3600
 24.0950  22.3500  -0.0100   0.0600
 20.7300  19.7770  -0.0600  -0.0600
 25.7140  23.7240   0.0400  -0.0700
 23.6910  22.0840   0.1400  -0.0500
 24.5720  22.7250  -0.0100  -0.0300
 20.5360  19.5980   0.0200   0.0400
 23.5250  21.8220  -0.1300   0.0900
 25.3440  23.3050  -0.1000  -0.2000
 22.5230  21.1190   0.0100   0.0600
 27.6790  24.9350  -0.1100   0.0400
 24.9860  22.9750   0.0200   0.1500
 28.9260  27.4240  -0.5000  -0.4900
 24.7370  22.8950   0.0800   0.0400
 22.4150  21.0230   0.0000   0.0400
 23.6110  21.9390  -0.1600  -0.0200
 26.9620  24.4170  -0.0500   0.1000
 24.0090  22.2380   0.0200  -0.0200
 22.6530  22.2720  -0.5200  -0.1900
 27.1840  26.9550  -1.0600  -0.1500
 25.1490  23.1970   0.0000   0.0400
 23.9980  22.3020   0.1000  -0.0700
 24.6870  22.8320   0.0700   0.1300
 27.1600  24.6690  -0.1100  -0.0100
 23.4320  21.8360   0.0400   0.0400
 21.8220  20.5620  -0.0400  -0.0100
 23.8070  23.2950  -0.5000  -0.1100
 27.0630  24.6540   0.1200   0.0700
 23.1730  21.5560   0.1100  -0.1000
 27.0080  24.6200   0.0100  -0.0300
 28.7620  27.6110  -0.4900  -0.1800
 26.7140  25.7520  -0.5600  -0.0700
 24.3830  22.5460   0.1100   0.0500
 22.9850  21.4480   0.1700   0.0000
 26.0780  23.9860   0.0500   0.0200
 25.5160  24.7960  -0.4500  -0.3100
 29.1390  28.0820  -0.4000   0.1200
 25.8810  23.8750  -0.0400  -0.0900
 24.6770  22.8820   0.2100  -0.0100
 28.9400  27.8530  -0.1400  -0.1000
 26.5560  25.6340  -0.5300  -0.3000
 24.3950  22.6470  -0.0400  -0.0900
 21.4250  20.2530   0.0200   0.0600
 23.0370  21.5100   0.1300  -0.0400
 25.8340  25.5580  -0.0900  -0.0200
 25.6940  24.9720  -0.5900  -0.1800
 26.0290  25.1940  -0.5500  -0.1600
 27.8440  27.1140   0.0200  -0.2400
 28.4040  27.2940  -0.4600  -0.4000
 23.3910  21.7970   0.0700  -0.0100
 28.3400  27.0580  -0.4900  -0.2400
 28.8710  27.5840  -0.7600  -0.3700
 27.7080  27.1490  -0.5200  -0.2600
 21.6500  20.4090  -0.0400  -0.0600
 28.7710  27.8920   0.1200   0.4500
 25.2320  23.2340  -0.0400  -0.0900
 24.3550  22.5260  -0.0100  -0.0500
 24.9280  23.0720  -0.0200  -0.0400
 27.5810  26.4650  -0.5400  -0.0100
 28.8670  25.5460   0.2700   0.1600
 29.3340  28.0110  -0.0300  -0.3200
 28.5830  27.2590  -0.3500  -0.3000
 28.6450  27.5440  -0.7400  -0.6800
 24.2930  23.6740  -0.7000  -0.1800
 24.2210  22.3920   0.0800  -0.0200
 27.8920  27.3230  -0.2200   0.4600
 24.0480  22.3010  -0.0700   0.1400
 29.0410  27.6300  -0.8100   0.0400
 29.1460  27.7430  -0.4400  -0.2800
 23.7290  22.0330  -0.0600  -0.0700
 23.2700  21.7630   0.1100  -0.0200
 21.7630  21.3430  -0.5200  -0.0800
 24.1820  22.4160   0.0700   0.0600
 25.7590  25.0190  -0.5200  -0.2500
 25.1150  23.2370   0.0400  -0.0900
 22.4880  20.8370  -0.1100   0.2500
 29.7720  28.4590  -0.7300  -0.1400
 27.4810  26.3340  -0.8100  -0.1900
 25.1490  23.1530  -0.0400  -0.0700
 29.7690  28.1480  -0.4800  -0.0300
 29.0870  28.3100   0.0000   0.4000
 25.4020  24.6140  -0.7000  -0.1900
 25.5170  23.4680  -0.0400  -0.1300
 28.8140  27.5780  -1.0800  -0.2100
 27.3650  26.7930   0.0700  -0.0400
 30.4620  28.8220   2.3700   2.0700
 28.6770  27.5440  -0.5800  -0.5100
 26.8950  24.3940  -0.2300   0.0400
 22.7180  22.2670  -0.5100  -0.1500
 27.3440  27.1090  -0.6100  -0.3200
 21.1660  20.0960   0.0300  -0.0700
 27.5470  27.1430  -0.5400  -0.1200
 22.3880  21.0110   0.0500   0.0000
 28.8830  27.3210  -0.5800  -0.0800
 25.9360  25.1400  -0.6400  -0.2700
 22.2400  20.8540   0.1000   0.1100
 26.3660  24.0430  -0.0700  -0.0400
 24.9690  22.9950  -0.0300   0.1600
 22.2300  20.8370   0.0800   0.0700
 23.4260  21.7640   0.1400   0.0300
 21.6260  20.4060  -0.0300   0.0700
 27.6210  26.4700  -0.6400  -0.1800
 23.6200  21.9410  -0.0400  -0.0500
 24.7990  24.1690  -0.5900  -0.1500
 23.7570  22.0860  -0.1100   0.0400
 23.0940  21.5320   0.0300  -0.0800
 27.5380  26.7750  -0.2800  -0.1300
 27.5630  26.9160  -0.0900  -0.3600
 26.1960  23.9270   0.0000  -0.0600
 24.5030  22.7900  -0.0700   0.0500
 28.0490  25.0850   0.1200  -0.0300
 21.1540  20.0350   0.1100   0.1500
 23.7070  21.9720  -0.0100  -0.0600
 26.9910  25.9960  -0.8600  -0.1100
 23.6480  21.9920  -0.0700   0.0300
 29.1380  28.0150  -0.5900  -0.5900
 28.0230  26.7590  -0.5400  -0.0300
 20.1910  19.3510   0.2100   0.1300
 24.8550  24.2600  -0.5500  -0.1100
 25.3320  23.2320  -0.0400  -0.0500
 29.6050  28.4250  -0.8000   1.8300
 24.9720  23.0570   0.0600   0.0500
 25.3570  23.3370  -0.1300   0.1000
 28.7180  27.7230  -0.1600  -0.4100
 30.1130  28.3860  -1.7100  -0.3600
 25.4970  24.8020  -0.5900  -0.1800
 21.1790  20.0830   0.1400  -0.1000
 23.0530  21.5550   0.0900  -0.1000
 25.7020  25.0070  -0.5900  -0.2700
 25.7980  25.0550  -0.5200  -0.0600
 23.4300  21.8220   0.0400  -0.0100
 28.9240  27.6010  -0.7800  -0.3200
 22.3530  20.9570  -0.1200   0.1700
 28.3630  27.5430  -0.2700   0.2400
 28.6170  27.4030  -0.3800  -0.4100
 24.3610  22.5770   0.0700   0.1900
 29.4760  28.0520  -1.0000  -0.3200
 23.6970  21.9920   0.0200   0.1400
 26.9320  24.4200  -0.0800  -0.0700
 29.5250  28.0940  -0.8000  -0.0600
 29.2270  27.8050  -0.3400   0.2100
 22.7640  21.2710  -0.0200  -0.0100
 25.3770  23.2980  -0.0700   0.0200
 23.2320  21.6480   0.0700  -0.0400
 23.4610  21.7940  -0.1500  -0.0500
 28.2710  26.7960  -0.4600  -0.1800
 25.6050  23.5760  -0.1900  -0.1700
 24.1290  22.3000   0.0700  -0.0100
 28.3430  27.1510  -0.3100   0.0500
 28.1570  27.9100  -1.2000  -0.5100
 26.7870  25.7990  -0.4600  -0.2700
 28.3120  27.0470  -0.5500  -0.2500
 28.5070  27.1280  -0.6300  -0.2400
 28.1940  27.0020  -0.5700  -0.1700
 27.4010  26.3280  -0.5800  -0.0300
 29.1270  28.3460   0.2000  -0.0700
 27.8510  26.6610  -0.2100  -0.1900
 29.1300  28.1270   0.2000   0.0200
 24.8870  24.2590  -0.5200  -0.1700
 28.5800  27.2570  -0.6800  -0.1300
 29.0830  28.1240  -0.1100   0.0700
 28.8020  27.4410  -0.4900   0.1200
 27.9260  25.0000   0.0500  -0.1300
 29.3580  28.9810  -1.1000  -0.0200
 28.2400  26.8750  -0.2400  -0.0200
 21.9880  20.7080  -0.0900   0.0100
 22.7690  21.3520   0.0100  -0.0800
 29.1700  28.0540   0.1200   0.3400
 29.2620  28.1640   0.1700  -0.5000
 28.1980  27.4300   0.0700   0.2000
 29.4020  25.9990  -0.0800   0.2000
 22.4280  21.0460  -0.0200  -0.1600
 25.6240  23.5180  -0.1300   0.1100
 24.7450  22.9270   0.0600  -0.1700
 29.6500  27.7910  -0.7600  -0.3700
 20.3590  19.4470   0.0200  -0.0900
 22.4790  21.0670  -0.1300  -0.1200
 28.1910  28.0120  -0.9000  -0.9000
 25.5720  23.4550   0.0000  -0.1200
 23.9960  22.2110  -0.0400   0.1200
 23.6050  21.9690  -0.1000   0.1000
 29.0670  28.1000  -0.4200  -0.1200
 23.6390  23.1630  -0.6500  -0.2700
 28.3160  27.1400  -0.7600  -0.6000
 28.2270  27.0330  -0.6200  -0.2500
 29.1230  28.0880  -0.5100   0.3400
 25.9160  25.4870  -0.4100  -0.4600
 22.3100  20.9270  -0.1100   0.0100
 22.9310  21.3270  -0.0500   0.1700
 25.7610  23.5670  -0.0800  -0.0700
 28.9490  29.3530   0.7600   1.0900
 27.1610  26.6340   0.0500   0.0300
 23.2600  21.7020  -0.0800  -0.0500
 30.0900  28.7280  -0.3700   0.4600
 21.4100  20.1050  -0.0500  -0.0200
 23.5350  21.8650   0.0100   0.0700
 28.9670  27.9470  -0.0300  -0.1000
 25.9500  25.1500  -0.6700  -0.2200
 29.1400  28.1800   0.3000  -0.5700
 24.3640  22.5460  -0.0300  -0.0800
 29.0870  28.1950  -0.1100   0.2300
 24.5620  24.0060  -0.7800  -0.2600
 24.0640  22.2980   0.0000   0.1000
 21.1650  20.0740  -0.0800   0.0300
 29.2060  28.2290   1.5900   0.9900
 24.3760  23.7440  -0.6800  -0.1000
 22.3980  21.0360  -0.0200  -0.0400
 28.6940  27.2960  -0.4200   0.0400
 24.6660  22.8180  -0.0200  -0.0600
 26.5620  25.6320  -0.5000  -0.3500
 25.8020  23.6230   0.0700  -0.0800
 28.1230  27.9300  -1.1800  -1.2200
 23.4000  21.6970  -0.0500  -0.0100
 25.4710  23.5620  -0.0200   0.0200
 26.8430  26.6010  -1.0300  -0.4400
 22.9290  21.4980   0.1100  -0.0500
 20.5460  19.6230  -0.1400   0.0300
 23.0400  21.4600   0.0100   0.1900
 29.4170  28.0770  -0.4600   0.1600
 25.5470  24.7930  -0.6200  -0.2200
 25.4490  23.3830   0.0600   0.0100
 24.1300  22.3980   0.0400  -0.2000
 27.8390  26.6600  -0.7000  -0.1700
 24.4720  22.6840   0.1200   0.0400
 26.1390  25.4450  -0.6100  -0.2400
 27.0700  25.9320  -0.5500  -0.2700
 28.5220  27.1270  -0.4700  -0.4300
 26.8620  25.8740  -0.7100  -0.1800
 24.8390  22.9720   0.0000   0.0600
 29.0430  27.5960  -0.6900  -0.1100
 28.1070  26.8280  -0.6700  -0.1400
 26.7140  26.3720  -1.1600  -0.3200
 28.3460  25.2710   0.0200  -0.2000
 26.9990  26.4940   0.0500  -0.0200
 29.6440  28.1630  -0.4700  -0.7800
 28.3160  27.0190  -0.9700  -0.3200
 22.8420  22.3970  -0.5400  -0.2900
 28.2010  27.0940  -0.7300  -0.3300
 28.1490  26.8580  -0.9100  -0.2600
 29.6450  28.1550  -0.6100  -0.3500
 27.8350  26.7100  -0.6100  -0.2500
 23.6070  23.1220  -0.5000  -0.2400
 23.0920  21.5190  -0.0500  -0.0100
 25.5020  23.4410  -0.0300   0.0600
 20.4040  19.4930  -0.1100   0.0800
 24.9080  23.1000  -0.0500   0.0400
 25.2460  24.9880  -0.6400  -0.2900
 23.9500  22.1850  -0.0400   0.0200
 24.9200  22.9760   0.0500  -0.1300
 27.1900  24.7150   0.0400   0.0000
 24.3390  22.5600   0.0600  -0.2100
 27.2880  26.1320  -0.4900  -0.1700
 29.2470  28.1380  -0.7400  -0.4100
 25.5310  23.5040  -0.1900  -0.2000
 22.0960  20.8210  -0.1100   0.0000
 29.9360  28.5200  -0.2900   0.3300
 29.3340  28.1540   0.6400  -1.6900
 27.3810  26.2010  -0.6900  -0.2100
 25.7960  25.0110  -0.7000  -0.2300
 22.2230  20.8680  -0.0300  -0.0200
 27.6910  26.2330  -0.9200  -0.1600
 20.6740  19.6940  -0.1400  -0.3000
 29.6210  28.1360  -0.9500  -0.2600
 20.2410  19.3780  -0.1100  -0.0400
 20.4240  19.4970  -0.1100   0.1500
 26.6950  25.7270  -0.6800  -0.2900
 21.5540  20.3610  -0.1600   0.0500
 24.6290  23.9270  -0.5100  -0.2300
 27.3560  26.7960   0.0500  -0.1500
 27.6640  26.5350  -0.7800  -0.2200
 30.1780  28.4200  -2.5600  -3.7900
 28.3230  27.0420  -3.0700   4.4500
 22.2640  22.0100  -0.8200  -0.1600
 24.4800  22.6970  -0.1300   0.0500
 24.5270  22.8000   0.2300  -0.0500
 23.8410  23.3410  -0.5100  -0.1200
 24.6660  23.9870  -0.6300  -0.0200
 28.9430  27.6450   0.2800   0.0900
 22.7660  21.3070  -0.0200   0.0300
 25.9270  25.0100  -0.8200  -0.2000
 25.4980  23.3420   0.1400   0.0600
 23.3470  21.6740   0.0300  -0.0500
 26.2950  23.9120   0.3400  -0.1300
 22.9680  21.5120   0.0900  -0.0400
 22.5410  21.0660   0.1100   0.1400
 23.9670  22.2480  -0.0400   0.4500
 25.5550  24.3590  -0.2100   0.2100
 25.6190  23.4840   0.5200   0.0000
 24.1960  22.3110   0.1200  -0.1900
 23.1150  21.5830   0.1000   0.0000
 24.9940  23.0970  -0.3900   0.0200
 27.9080  26.7420  -7.3900   5.5200
 27.6820  24.9900  -1.6700  -5.2500
 23.1140  21.5410  -0.0500   0.2100
 23.9900  22.2710   0.2500   0.1400
 25.3000  23.3640  -4.0500   4.8400
 24.1150  22.4170  -0.2100  -0.1400
 24.4820  22.6930  -0.1700   0.1000
 21.8360  20.5960   0.1300  -0.2100
 22.5460  21.1110   0.2200  -0.2300
 20.9280  19.8960  -0.1000   0.0900
 22.7890  21.2900   0.0500  -0.1000
 27.9070  27.1780  -0.3000  -0.1200
 24.8900  22.9760  -0.1300  -0.1000
 23.5700  22.0320  -0.1900  -0.0200
 25.1370  23.1090  -0.1900   0.1400
 24.2720  22.5020   0.1500  -0.0300
 24.4390  22.6540  -0.1300  -0.0600
 27.0610  26.2540  -0.2400   0.1200
 23.8080  22.0920   0.1400  -0.2800
 24.7090  22.9270   0.1400  -0.2200
 27.3210  26.2540  -0.7000  -0.0600
 22.2210  20.8890   0.0800  -0.2600
 25.0430  23.0340  -0.2000   0.0600
 24.2780  22.4450  -0.0600   0.0100
 22.5900  21.2040  -0.0700   0.0300
 25.9390  23.6870  -0.1200   0.0700
 21.3590  20.1610  -0.1000  -0.1700
 20.5190  19.5660   0.0400  -0.0600
 24.2680  22.4790   0.1800   0.1500
 23.3050  21.7310  -0.1500   0.0900
 20.7960  19.7990  -0.0200   0.1000
 26.1600  25.1770  -0.5100  -0.1200
 25.0460  24.9680   0.0500   0.0900
 25.4520  23.5020   0.1100  -0.2600
 22.2240  20.8850  -0.0600  -0.0400
 24.7660  22.9230  -0.0500   0.0300
 21.1000  20.0320  -0.0600  -0.0300
 24.5250  22.6630   0.0300   0.0100
 25.9360  23.7050  -0.0400  -0.0400
 26.1510  25.8410  -0.0700   0.0300
 25.0190  23.0630   0.0400  -0.0400
 23.3040  21.6860   0.0500   0.0500
 25.0120  24.3530  -0.5200  -0.1500
 28.6050  27.1370  -0.2400  -0.1000
 22.3610  20.9530   0.0500  -0.0600
 27.0850  25.8580  -0.7300   0.4700
 27.9850  26.6700   0.2800   1.9800
 24.4620  22.6250  -0.0600  -0.1800
 25.6900  25.4510  -0.4300  -0.0400
 23.8500  22.0980   0.0400   0.1500
 23.9870  22.2090   0.0100   0.0500
 23.3780  21.7580  -0.1300  -0.1400
 24.2530  22.4300   0.0600  -0.2700
 22.7730  21.3360   0.0000  -0.0100
 28.6120  27.2060  -0.8100  -0.3100
 24.4540  22.5150  -0.0500  -0.0300
 22.0690  20.7350  -0.1300  -0.1200
 28.7170  25.3960   0.2300   0.0500
 21.8570  20.5970   0.0400  -0.1000
 23.5070  21.8540   0.1100  -0.0400
 21.0370  19.9840  -0.0300  -0.0900
 27.3240  24.6660  -0.1300  -0.0900
 21.7390  20.4700   0.0600   0.0600
 22.3350  20.8940  -0.0100   0.1000
 25.2660  23.2460   0.0200   0.0800
 25.0890  23.1180  -0.0200  -0.1000
 27.9140  27.0580   0.0900   0.0900
 23.8930  22.2090  -0.0900  -0.0800
 24.5760  22.7300   0.1100  -0.0300
 23.4860  21.8240  -0.0300   0.0800
 22.4690  20.9950  -0.1000   0.0400
 24.0100  22.2160   0.0200   0.0700
 23.4190  21.7800  -0.1400   0.1100
 25.6440  23.5370   0.0500  -0.0700
 22.7970  21.3680   0.1000   0.1000
 25.5240  23.4460   0.0100   0.0000
 22.9980  21.2140   0.1200   0.1200
 28.0950  26.8500  -0.6400  -0.5100
 28.4130  27.5050  -0.1500  -0.0900
 27.1140  25.8560  -0.5500  -0.1600
 27.3860  24.6890   0.3300   0.0000
 23.6710  23.2000  -0.5800  -0.2800
 25.3730  23.1720   0.0000  -0.0400
 28.4490  27.4550  -0.3800  -0.1500
 28.5720  27.5270   0.2500   0.3000
 25.0450  23.2390  -0.0800  -0.0900
 21.6880  20.4580  -0.1300   0.0800
 25.0140  22.9870   0.1400   0.0600
 24.6030  22.6940   0.2300  -0.0100
 24.5160  22.7160  -0.0300   0.0100
 24.9330  23.0120  -0.0700   0.0200
 20.3930  19.4700  -0.2400   0.0100
 22.5650  21.1950   0.0400  -0.0800
 24.9810  23.0010  -0.0900  -0.0100
 21.4140  20.2470   0.1600  -0.0400
 24.1460  22.4300   0.1700  -0.0800
 24.1870  22.3350  -0.0500   0.0100
 24.0900  22.3930  -0.0300  -0.1000
 26.1380  23.8740  -0.0900   0.1500
 24.9680  23.0360  -0.1000  -0.0500
 21.8250  20.5680   0.0300   0.0700
 25.4170  24.6210  -0.5500  -0.1700
 26.8640  24.4680  -0.0900  -0.1400
 23.7380  22.0760   0.0000   0.0100
 25.2520  23.1850   0.0900   0.0800
 25.4510  23.4790  -0.0700   0.0100
 24.2840  22.4820  -0.0100   0.0200
 25.9170  23.7880   0.0000  -0.0700
 24.2930  22.4510  -0.0500   0.0400
 24.6150  23.9890  -0.4300  -0.0900
 27.4660  24.8680  -0.0700  -0.1300
 23.3820  21.7900  -0.0600  -0.1200
 24.4270  22.5720  -0.0800   0.1000
 20.9600  19.9050  -0.0600  -0.1200
 21.4770  20.3220  -0.0200  -0.1000
 28.4690  27.5010  -0.5200  -1.1000
 26.1330  23.8700  -0.1600  -0.0900
 21.3320  20.2150   0.0900   0.1600
 26.9660  26.0460  -0.5400  -0.1600
 24.3080  22.5230  -0.0100   0.0100
 23.6430  22.0150   0.1800   0.0100
 28.2420  25.1890   0.2100  -0.0800
 24.3250  22.6000   0.0000   0.0100
 23.1880  21.4290  -0.0500  -0.0200
 25.3670  23.2990  -0.0500   0.0000
 25.4840  23.5420  -0.0700  -0.0500
 27.5050  26.2550  -0.4300  -0.2700
 26.9910  24.5680   0.1300   0.0000
 22.5710  21.1790   0.0200  -0.1700
 25.5930  23.5570   0.0100  -0.0200
 23.1290  21.5640  -0.0500  -0.0700
 21.7240  21.0790  -0.5600  -0.0900
 26.1040  23.8130   0.1500   0.0300
 23.9990  22.2340   0.0300  -0.0100
 23.5530  21.8110  -0.0100   0.0600
 24.3870  22.5570   0.1000   0.0200
 23.5960  21.9750   0.0800  -0.0600
 20.5830  19.6570   0.0400  -0.0800
 23.9750  22.1850   0.3400   0.0200
 21.4220  20.2660   0.0700   0.0400
 20.4790  19.5580   0.0500  -0.1400
 20.5470  19.5960  -0.0900   0.2000
 22.0760  20.7780   0.0100  -0.0100
 20.0690  19.2430   0.0000  -0.0700
 22.4550  21.0250   0.0400  -0.1000
 27.2810  26.1710  -0.4000  -0.0600
 25.4610  23.4420  -0.0100  -0.0300
 26.5820  24.2350   0.0500   0.1000
 22.9170  21.3540   0.1200  -0.1400
 26.2180  23.9440  -0.1700  -0.0500
 28.3160  25.2510   0.1800   0.0100
 23.6320  22.0230  -0.0300  -0.0200
 21.1270  20.0310  -0.1400   0.0000
 23.2180  21.5890   0.0900  -0.0300
 22.7930  21.4130  -0.0400   0.0500
 21.6930  20.4640  -0.0400  -0.0400
 23.2450  21.6520   0.1500  -0.1200
 22.9020  21.4770  -0.0800  -0.0300
 27.7620  24.8810   0.1700   0.1100
 22.0120  21.8780  -0.5300  -0.1700
 24.6740  22.9680   0.0100   0.0400
 27.6010  26.4900  -0.3800  -0.2200
 28.9230  27.5360  -0.8300  -0.2000
 28.9120  25.5500   0.1600  -0.2100
 28.8940  27.5450  -0.9800  -0.2600
 28.3270  26.7720  -0.6100  -0.5600
 25.2690  23.2590   0.0300  -0.0800
 22.8650  22.4020  -0.5700  -0.1800
 24.8220  22.9660   0.1700  -0.2000
 23.7530  22.0110  -0.0300  -0.0500
 27.3820  26.9030  -0.5100  -0.2600
 24.4900  22.6160   0.0400  -0.0300
 26.0020  23.8510   0.0000  -0.0100
 24.9200  22.9960  -0.0800  -0.2100
 28.0790  26.9030  -0.5700  -0.2100
 29.2530  28.1460  -0.1800   0.4200
 24.5600  23.8350  -0.5800  -0.1300
 20.3750  19.4950  -0.0300  -0.1900
 24.4240  24.5100  -0.1200  -0.0800
 22.8530  21.3960   0.0200   0.0600
 22.4470  21.0700   0.0200   0.0300
 21.4670  20.2850   0.0500   0.0300
 26.9150  24.4400   0.0800  -0.0600
 24.6930  22.8450   0.0600  -0.1100
 21.3530  20.1940  -0.0100  -0.0600
 25.0930  23.0520  -0.1700  -0.0300
 27.1460  24.5330   0.0400   0.1200
 27.9300  27.2970  -0.0400  -0.0500
 24.7460  24.1390  -0.3500  -0.1900
 21.5310  20.3740   0.0700  -0.0500
 23.4200  21.7440   0.0500   0.0000
 23.7540  22.0010   0.0500  -0.0600
 29.2180  27.8920   0.3500   0.0100
 23.6680  21.9700  -0.0100   0.0400
 24.6370  22.7620   0.0800   0.0300
 27.9300  27.2560   0.2500   0.0600
 27.3350  26.1910  -0.6300  -0.1300
 22.3130  20.9020   0.0300   0.0300
 22.6850  21.2420  -0.2000  -0.0600
 20.1020  19.2710  -0.1300   0.2400
 26.7140  24.2500   0.0300  -0.0300
 29.5130  28.0670  -0.8500  -0.5100
 27.4980  24.8310   0.0900  -0.0100
 23.4580  21.8210  -0.1100   0.0300
 25.1360  23.1220   0.0000  -0.0400
 29.0260  28.3610  -0.1600   0.2000
 28.8430  27.4970  -0.5700  -0.3000
 28.9890  28.0190  -0.3200   0.2000
 22.4590  22.0360  -0.4900  -0.1700
 23.7690  22.1550   0.0900   0.0500
 22.1510  20.8190  -0.0300  -0.0300
 26.1140  25.2490  -0.3800  -0.3800
 22.7810  21.3110   0.0000   0.0000
 24.9450  24.2460  -0.4800  -0.2600
 20.4400  19.5330  -0.0200   0.0500
 25.4960  23.4380  -0.0800  -0.0700
 28.6620  27.6520  -0.0800   0.0100
 24.0110  22.2710  -0.0200   0.0200
 24.2260  22.4600   0.0400   0.0600
 25.7810  23.7480   0.1200  -0.1100
 22.6920  21.2340  -0.0500   0.0400
 29.3050  27.6740   2.0600   0.1000
 22.8990  21.4040  -0.0700  -0.2000
 20.4660  19.5530  -0.0100   0.1800
 22.5950  21.1910   0.0900   0.0500
 24.8540  22.8910  -0.1100   0.0700
 24.5330  22.5980   0.0600  -0.0500
 21.9290  20.6190   0.0600  -0.0400
 26.1690  23.9510  -0.0100   0.0400
 24.5920  22.6200   0.1000  -0.0200
 23.1830  21.6420  -0.0400  -0.0800
 22.7730  21.3020  -0.0800   0.1000
 28.9480  27.6980  -0.5300  -0.2800
 27.1270  26.5250   0.7200  -0.6300
 25.5940  24.8730  -0.4900  -0.2600
 24.5890  22.7470  -0.0100  -0.1600
 21.8970  20.6160  -0.0200   0.0200
 27.5580  24.8440  -0.0500  -0.1900
 26.5890  25.4750  -0.4700  -0.2000
 24.6590  24.0360  -0.4900  -0.2400
 23.9940  22.2470  -0.0600   0.0800
 24.2000  22.3970  -0.0500  -0.0900
 22.8270  21.2970  -0.0800  -0.0400
 25.2640  23.3250  -0.1300   0.0800
 23.5740  21.8870  -0.0700  -0.1100
 22.3680  20.9360   0.0200   0.0000
 23.3230  21.7180   0.0500   0.1200
 29.0700  28.0180   0.5200   0.3200
 26.3030  24.0660  -0.2000   0.0400
 22.1090  20.7640  -0.1200  -0.0400
 24.0730  22.3210  -0.1500  -0.0600
 23.6040  21.9070   0.0300   0.0500
 25.2770  24.4680  -0.6000  -0.2800
 23.0760  21.5200   0.0300   0.0500
 24.9630  23.0110   0.0400  -0.0100
 21.6840  20.4720   0.0800  -0.1600
 25.9690  23.7170   0.0700  -0.0300
 24.7790  22.8080   0.0000   0.1500
 22.8910  21.3310  -0.1200   0.0500
 25.1350  23.1410  -0.1100   0.1200
 23.3210  21.7510   0.1100   0.0500
 22.7010  21.2100   0.0300   0.0300
 24.7030  22.8240   0.0600   0.0600
 21.3450  20.1800  -0.1400   0.0200
 28.8630  25.5470   0.2100   0.0400
 20.3270  19.4300   0.0300   0.0900
 22.4670  21.0380  -0.0500  -0.1000
 21.9520  20.6700   0.0800   0.0700
 29.2320  28.3120   0.5900   0.3300
 23.8890  22.1460   0.1300  -0.0900
 25.0390  24.3520  -0.4800  -0.2100
 25.2770  23.3390   0.0200   0.0200
 24.4660  22.5740  -0.0200   0.0300
 23.2080  21.4990  -0.1100   0.0200
 20.6820  19.7120  -0.0400   0.1600
 24.9180  24.2950  -0.4300  -0.2000
 22.2110  21.0000   0.0400   0.0300
 29.3030  28.0950  -1.0300  -0.4900
 24.6540  22.8620   0.0300   0.0500
 28.9710  27.5460  -0.5900  -0.1200
 26.1790  25.5850  -0.4000  -0.3600
 22.6140  21.1410  -0.1400   0.0100
 28.0090  26.8380  -0.5700  -0.1600
 24.4640  22.6460  -0.0600   0.0100
 25.3540  24.9150  -0.6600  -0.4800
 23.7830  22.0260   0.0700   0.0200
 29.1200  28.0180  -0.4500   0.0400
 23.6680  23.1900  -0.5500  -0.1800
 22.7520  21.2810   0.1100   0.0100
 28.6060  27.8470  -0.3000  -0.3700
 30.2980  28.3610  -0.9500  -0.3900
 23.7900  22.1270   0.0800  -0.0600
 24.5280  22.6330  -0.0600  -0.1100
 23.4700  21.8390  -0.0500   0.0600
 25.6200  23.5040   0.1300  -0.0700
 27.6480  26.5080  -0.5500  -0.1800
 23.4140  21.8160  -0.0700   0.0300
 27.8860  27.1610  -0.1200   0.0400
 22.6560  22.2560  -0.6000  -0.2300
 25.3030  23.3220   0.0900   0.0000
 23.8160  22.1080   0.1100  -0.0200
 24.0740  22.3250   0.1000   0.0200
 23.3170  21.7060  -0.0900  -0.0100
 27.3380  26.6020  -0.4900  -0.4200
 26.9130  25.8030  -0.3100  -0.1300
 27.1800  26.6730  -0.1100   0.1600
 21.5330  20.3420   0.0500  -0.0100
 29.1860  27.8390  -0.6600  -0.0800
 20.3130  19.4190  -0.0500  -0.0200
 24.4140  22.5730   0.1100   0.1500
 29.6560  28.6070   0.8900  -0.0700
 27.8460  27.0880  -0.0100   0.2300
 21.7760  20.4950   0.2200   0.1900
 29.2460  28.1430   0.1000   0.6500
 23.3230  21.7150   0.0900  -0.0700
 21.8630  20.6000   0.0500   0.0900
 24.7620  24.1650  -0.5700  -0.1600
 23.8930  22.1590   0.0100  -0.0100
 23.5960  21.8680  -0.0800  -0.1200
