#  Vmag     Imag      dx       dy
 28.6120  27.2460   0.9200   0.1000
 21.1900  20.0690   0.1100  -0.0100
 22.5730  21.1570  -0.1200  -0.0700
 22.0720  20.7740  -0.0400  -0.0800
 25.5090  24.8100  -0.5700  -0.1500
 27.1070  24.5940  -0.2700  -0.0400
 20.6020  19.6690   0.0800  -0.0400
 23.6600  21.9630   0.0500   0.1100
 22.9700  21.4460   0.0100   0.2700
 23.4000  21.7010   0.1300  -0.0900
 29.1770  27.9210  -1.1700   0.0600
 22.3580  20.9800   0.0900  -0.0600
 28.7900  27.8070   0.6100   0.2600
 27.8160  27.0880  -0.2000   0.2200
 24.9320  24.2780  -0.3100  -0.2400
 23.4570  21.8730   0.1000   0.0500
 26.5340  25.5590  -0.5900  -0.3700
 20.5680  19.5810  -0.0600   0.1100
 25.5950  23.4950  -0.0600   0.1700
 21.0780  20.0140   0.0200   0.0200
 23.6040  21.9060   0.0200   0.0500
 22.5980  21.1730  -0.0500   0.1800
 28.9500  25.6370   0.1500  -0.2100
 28.7740  27.4580  -2.6700   0.3000
 28.9610  27.6240  -0.3100  -0.1500
 24.1530  22.2300  -0.0100  -0.1400
 23.4510  21.7960  -0.0400   0.1800
 28.7630  27.4260  -0.7800  -0.1800
 21.9520  20.6800  -0.0300   0.2300
 23.5850  23.7500   0.0900   0.0500
 23.0750  21.5640  -0.0100   0.0900
 24.6870  22.8860  -0.0400   0.0600
 28.5960  27.3240  -0.2900   0.0800
 23.1630  21.5560   0.0200  -0.1500
 23.7830  22.0970   0.0500  -0.2000
 28.1140  26.9790  -0.4300  -0.1600
 20.6210  19.5880  -0.0700   0.0000
 24.9570  23.1290  -0.0200   0.0100
 23.2890  22.8410  -0.5400  -0.3700
 28.7010  27.1320  -0.7000  -0.2700
 25.5140  23.3480   0.1000   0.0000
 23.5410  21.9080   0.0300   0.1900
 25.4580  23.3990   0.0300  -0.1200
 25.6780  24.9560  -0.4400  -0.0400
 27.7590  27.0780  -0.6400  -0.5500
 23.6870  22.0860   0.1300   0.0900
 29.0640  25.6470  -0.2900  -0.2100
 28.7810  27.2850  -0.7000  -0.0500
 26.6720  26.1830  -0.4400  -0.5000
 25.7020  24.9720  -0.5900  -0.3500
 24.5930  22.7760   0.1200  -0.0500
 24.7120  22.8830   0.2100   0.1600
 22.8700  21.3870  -0.0800   0.0600
 22.6780  21.2440   0.0700  -0.1000
 23.1370  21.5700   0.0500  -0.0600
 22.4880  21.1110   0.1400   0.0500
 20.7220  19.7360  -0.1400   0.1200
 23.1760  22.7030  -0.5500  -0.1400
 28.7110  27.4010  -0.5800  -0.1400
 24.9010  24.8760  -0.1700   0.0600
 28.3120  27.1410  -0.8200  -0.4300
 28.6160  27.2560  -0.3500  -0.3100
 25.0240  23.0110  -0.2000   0.1800
 28.8200  28.1170   0.5000  -3.2600
 29.0580  27.9810  -0.1900   0.1900
 23.3740  21.7790  -0.0400   0.0900
 25.4610  24.7570  -0.4700  -0.2600
 27.0870  24.5100  -0.0400   0.2000
 28.1620  27.0750   0.0000  -0.0800
 22.9010  21.3380   0.2300  -0.1200
 21.8780  20.5050   0.1700   0.0100
 25.8830  23.6700   0.1300   0.1600
 23.3850  21.7440   0.1800  -0.0800
 21.5550  20.3640   0.1200   0.1800
 24.4630  23.8260  -0.3400  -0.2400
 24.0930  22.3210   0.1700   0.1700
 24.9190  23.0230  -0.0900  -0.0100
 24.7510  24.1810  -0.6600  -0.2500
 23.7470  22.0420   0.0900  -0.1900
 23.5060  21.8480   0.0200  -0.0800
 27.5890  24.8260   0.0200  -0.1100
 24.7010  22.8490  -0.0800   0.0400
 25.5500  24.8350  -0.5400  -0.1500
 23.1530  21.6680   0.1700  -0.0100
 23.7040  22.0410   0.3100   0.0400
 23.2390  21.6910  -0.0500   0.1000
 24.1690  22.3920  -0.0100   0.0800
 23.5680  21.8880  -0.0700   0.1200
 22.8740  22.4510  -0.5000  -0.2300
 20.6630  19.6500  -0.0100   0.1700
 26.1420  24.0060   0.1000   0.0100
 20.1720  19.3310  -0.1700   0.0000
 24.0970  22.2730   0.1200  -0.0300
 22.8720  21.3700  -0.0500   0.0800
 24.0300  22.2320   0.1200   0.1600
 23.9630  23.4490  -0.4600  -0.2600
 29.5530  28.0850   2.0100  -0.7100
 28.8570  27.5780  -0.3300  -0.6600
 23.7090  22.0290   0.1400  -0.0600
 24.2160  23.6800  -0.5900  -0.0800
 27.1260  26.0020  -0.6900  -0.1600
 29.1500  28.0750  -0.4400   0.2000
 27.7040  26.9890  -0.9600   0.2700
 27.7160  26.5280  -0.4600  -0.0800
 28.7390  28.4040  -1.1200  -0.9100
 25.2990  24.6280  -0.4500   0.0400
 29.9560  28.4950   1.7700  -0.4200
 26.8320  24.4080   0.1200   0.0600
 27.3560  26.1890  -0.6600  -0.1700
 28.9510  27.7980   0.0400   0.3100
 25.4100  24.5620  -0.6000  -0.1800
 28.5170  27.1570  -0.9000  -0.0800
 25.6600  23.5510  -0.0300  -0.0100
 28.1010  26.8110  -0.6300  -0.2200
 22.3640  21.9240  -0.7800  -0.2900
 28.5270  27.3020  -0.9700  -0.2500
 28.2790  27.3840  -0.1600   0.3800
 22.6120  21.1770  -0.0500   0.0900
 28.7530  27.6350  -0.7500   0.0400
 25.6020  24.8640  -0.3700  -0.1300
 28.8940  27.5120  -0.3900   0.2000
 29.8150  27.9510  -3.4700  -1.7300
 24.7180  22.7630  -0.0100  -0.1400
 27.9800  26.6680  -0.6500  -0.2700
 27.7700  26.6260  -0.6900  -0.2700
 25.4210  23.3080  -0.0900   0.0400
 29.6180  28.4190  -0.6700   0.3100
 29.0960  27.6890  -1.2800  -0.3600
 26.6990  24.2250   0.2200  -0.0200
 24.1100  22.3780   0.0400  -0.0100
 24.4960  22.6200   0.1700   0.0200
 23.4140  21.7690   0.1000   0.0200
 24.9070  22.8980  -0.1900  -0.0300
 23.3550  21.8430  -0.0600  -0.0700
 22.5980  21.1610   0.0400   0.0700
 26.2850  25.4150  -0.6900  -0.1300
 25.0350  23.1560   0.0300  -0.1200
 28.9180  27.8710   0.2400   0.0100
 22.2890  20.9240  -0.0800   0.0700
 24.5400  22.6030   0.1200   0.2000
 29.1410  27.9150  -0.1000   0.0100
 24.5670  22.6660   0.0700  -0.0700
 27.5570  26.2790  -0.9900  -0.1200
 24.2110  22.3860   0.0200  -0.0200
 29.1140  28.2060   0.4500  -0.1600
 27.5550  24.7930   0.1300   0.0400
 25.8420  25.0630  -0.7100  -0.2700
 27.8820  24.9600   0.0100   0.1900
 24.1900  22.3880   0.0500  -0.0300
 26.1440  23.9160  -0.0400   0.0700
 22.4880  21.0520  -0.0600   0.0700
 23.6340  21.9860  -0.0900  -0.0400
 23.7740  22.0230   0.1500   0.0200
 27.0050  24.4720  -0.0700   0.0400
 26.2220  23.8920   0.0000  -0.0100
 25.7840  23.6170   0.1200   0.0300
 28.1480  27.2640   0.2900  -0.4700
 25.1010  23.1540   0.0900  -0.0100
 28.0980  26.8180  -0.3900  -0.1000
 23.3830  22.9250  -0.6800  -0.0800
 22.0130  20.6850  -0.0100  -0.2100
 28.5290  27.0500  -0.3800  -0.4600
 25.8050  23.7680   0.0300  -0.0300
 26.8330  25.6220  -0.4000  -0.3000
 24.9220  23.0720   0.2600   0.0400
 24.4530  22.6520  -0.1400   0.0700
 24.4760  22.5610  -0.1100   0.0100
 23.0250  21.4670   0.0100   0.0900
 28.5240  27.4750   0.5100  -0.1900
 28.9780  27.9350  -0.6600   0.5800
 25.7700  23.6800   0.1800   0.0000
 26.3160  23.9740   0.1300  -0.1900
 29.0090  27.7200  -1.1700  -0.1600
 24.9840  23.0420   0.1100   0.2100
 27.8370  26.4340  -0.3300  -0.4300
 22.4360  21.0420   0.0400  -0.0900
 21.7340  20.4720   0.0000   0.1500
 21.4380  20.2580   0.2400   0.1800
 22.3970  20.9780  -0.0600  -0.1300
 22.2630  20.9100  -0.1600   0.0500
 29.5290  27.9120   0.0100  -0.0800
 25.8150  23.7180   0.1500   0.2800
 24.8310  23.0210  -0.0300   0.1900
 28.2970  26.9310  -0.8500  -0.1200
 23.8980  22.2370  -0.2000   0.0300
 25.1150  23.0730  -0.0300  -0.0400
 24.8880  24.2610  -0.7600  -0.1100
 25.9210  23.7000  -0.0900  -0.0700
 26.5430  25.6000  -0.9100  -0.2200
 22.5440  21.1050   0.0300   0.1300
 21.4330  20.2540   0.0200  -0.1600
 24.0420  22.2620  -0.0200   0.0700
 28.1570  26.8420  -0.3100  -0.3000
 27.4110  26.2740  -0.6400  -0.0700
 27.8080  25.0840  -0.1700  -0.0400
 30.0650  28.3940  -1.0500   0.7800
 27.2790  25.5760  -0.7500  -0.1800
 24.7560  22.8380  -0.0500  -0.1200
 23.8970  22.1520   0.0400   0.0000
 28.5790  27.1380  -0.2800  -0.3300
 22.8820  21.3720  -0.1000  -0.0300
 24.5770  24.0010  -0.6800  -0.2200
 25.8130  23.6500   0.0500   0.1400
 24.8600  23.0190  -0.2000  -0.1000
 26.0120  23.7190  -0.1200  -0.1400
 23.0140  21.4490  -0.0400   0.0400
 30.0200  28.3840  -0.1900  -0.5800
 27.0690  25.8510  -0.5700  -0.2300
 27.2590  26.1880  -0.7800  -0.4200
 25.7220  23.6470   0.0800  -0.1600
 22.9930  21.5030  -0.0800  -0.0800
 29.9220  28.3300   1.6300   1.5500
 29.6300  28.2210  -1.0000  -0.2200
 23.2840  21.6890   0.1900   0.0200
 28.3010  27.1150  -0.6100  -0.4500
 28.1250  27.0400  -0.7800  -0.0400
 29.6550  28.0910   1.6200   1.9500
 28.8630  27.5120  -0.4400   0.0600
 24.2580  22.2530   0.1800  -0.1600
 24.6060  22.6530  -0.0100   0.0000
 28.7980  27.3680  -0.6400  -0.4700
 24.2330  22.4300  -0.0600   0.0000
 22.3900  20.9830   0.0500   0.1300
 26.0720  25.2150  -0.4400  -0.2600
 24.1990  22.3810   0.2100  -0.0500
 29.5110  28.0400  -0.0500  -0.0200
 28.2900  27.6740  -1.3800  -0.1000
 29.3220  28.1480  -0.7800  -1.0000
 24.2170  22.3540   0.2000  -0.0700
 28.2700  26.9550  -0.7000  -0.3500
 28.9120  27.6310  -0.6900  -0.3200
 29.2000  28.3400   0.0500  -0.6100
 28.3400  27.5490  -0.9200  -0.5900
 24.4380  22.5910  -0.1700   0.0100
 25.1950  24.5540  -0.6400  -0.3200
 23.0220  21.4360   0.0900  -0.1100
 24.7260  24.1040  -0.5000  -0.3100
 28.9900  27.9180  -0.5100   0.0200
 26.4760  25.4380  -0.5500  -0.2900
 26.7990  26.2000   0.2000   0.0000
 22.8020  22.3920  -0.6100  -0.0800
 22.4940  21.0070  -0.0200   0.0200
 26.5270  25.5000  -0.5600  -0.2800
 28.6200  25.3340  -0.0100   0.1600
 22.5910  21.1220   0.1300   0.0900
 29.2150  28.0590   2.3700  -2.0600
 28.4010  27.1860  -0.5300  -0.0700
 25.0530  23.0590   0.0500   0.1400
 24.4790  22.5940  -0.0400   0.0300
 27.3460  27.0750  -0.8300  -0.6800
 24.7160  22.7980  -0.0300   0.1400
 24.7010  22.7780   0.2100   0.0200
 23.8200  22.1240   0.0500   0.0300
 20.5110  19.5820   0.0100   0.1400
 24.9880  23.1320   0.1800  -0.1000
 24.1750  22.3750   0.0300   0.0700
 25.9950  23.7810   0.3000   0.0600
 27.0140  24.3790  -0.1700   0.1100
 25.9540  25.6690   0.1000   0.0800
 21.1710  20.0740   0.1900   0.0600
 22.3510  20.9900  -0.0500   0.1700
 24.2200  22.5160  -0.0900  -0.0300
 20.5530  19.6330   0.0200  -0.0200
 20.4700  19.5410   0.0500  -0.2100
 25.0500  24.4780  -0.3800  -0.0700
 23.5280  21.9320   0.1200   0.2000
 21.4560  20.1410   0.0800   0.0700
 26.4280  24.1600   0.2800   0.0700
 22.5170  22.0820  -0.3700  -0.1700
 21.7920  20.4890   0.3000   0.0800
 22.1260  20.8230   0.2900   0.1600
 25.8840  23.4860   0.0800   0.3700
 26.0780  23.9780  -0.0600  -0.0400
 22.6250  22.2350  -0.2900  -0.4000
 27.3720  26.2840  -0.4800  -0.1800
 23.1560  21.5200  -2.6900   0.2800
 27.8510  26.5350  -0.5500  -0.0600
 25.2470  23.2970   0.2000  -0.1000
 27.3620  26.2480  -0.2000  -0.1500
 25.8240  23.6020   0.1800  -0.0200
 23.9940  22.2900   0.3400  -0.0300
 26.6350  24.2590  -0.1300   0.1300
 20.5560  19.6080  -0.4000   0.0400
 27.9120  26.8470  -0.4500  -0.4500
 21.2470  20.1330  -0.0400  -0.0500
 25.4390  23.4590  -0.0800   0.0700
 27.9520  25.1170   0.0200  -0.3600
 28.5120  27.2250   3.6900  -6.6100
 23.0130  22.5500  -0.5500  -0.0500
 23.3750  21.8310   0.0200  -0.0300
 26.2680  23.9820   0.0600  -0.0700
 23.1610  21.6320   0.0100  -0.1100
 23.1010  22.6610  -0.5700  -0.2800
 25.9630  25.1880  -0.3500  -0.0900
 22.9220  21.4200  -0.0300   0.1400
 21.3750  20.2270   0.0300   0.0700
 23.2190  21.5980  -0.1900  -0.1000
 21.9470  20.6500   0.2100   0.0100
 21.1410  20.0540  -0.0300   0.1000
 23.9940  22.2250  -0.0400  -0.1200
 26.1780  23.8650   0.0600  -0.2400
 25.3770  23.6140   0.0800   0.1600
 28.3960  27.1340  -0.6500  -0.2700
 21.4230  20.1440   0.0200  -0.1400
 29.1460  28.4590  -7.4400   5.9000
 22.5490  21.1710   0.0700   0.0600
 25.4330  23.4140  -0.3800   0.1300
 23.0480  21.4970  -0.1500  -0.0100
 22.3940  21.0060  -0.1100  -0.0200
 23.8570  22.1680   0.0600   0.0600
 27.3510  24.7350   0.0500   0.0200
 24.7240  22.8650  -0.0500   0.0600
 27.2820  24.6530   0.0300   0.0300
 24.3900  22.5550  -0.0200  -0.1600
 27.3580  26.8020  -0.0600  -0.2700
 23.5390  21.8460  -0.3200   0.0200
 26.2990  23.9930   0.1300   0.3400
 22.7810  21.3300   0.1000   0.2300
 24.1950  22.4100   0.1000   0.0100
 21.2070  20.0960  -0.1500   0.0600
 22.7990  22.3590  -0.6800  -0.2300
 24.1930  22.3410  -0.0200   0.1300
 28.1600  26.9600  -0.0500   0.3600
 27.0290  26.0120  -0.7100  -0.1200
 25.4730  23.3780  -0.1100  -0.0300
 27.5420  26.4730  -0.6800  -0.1900
 22.8830  21.3580  -0.1500   0.0200
 24.3700  23.8480  -0.3600  -0.1900
 26.3320  23.7630   0.0400   0.0500
 24.9370  23.0250  -0.0100   0.1900
 27.1270  25.9880  -0.4000  -0.2900
 24.5810  22.6580  -0.2300   0.2300
 21.9520  20.6970   0.2700  -0.1600
 22.9660  21.4820  -0.0300   0.2100
 24.6670  22.8500  -0.2000   0.0600
 23.9040  23.4190  -0.0900  -0.1100
 27.2880  26.2410  -0.3500   0.2100
 25.1690  25.1070  -0.0200  -0.1600
 24.0480  22.3040   0.0900   0.0600
 22.2760  20.8880   0.0400  -0.3600
 27.4630  26.3480  -0.1900  -0.3700
 27.1700  26.1160  -0.5100  -0.0200
 22.4300  21.0200   0.0900  -0.0700
 23.4690  21.7970  -0.0400   0.0900
 21.8030  20.5500  -0.0400  -0.0700
 20.7760  19.7740  -0.0500   0.1100
 27.7210  26.5940  -0.5800   0.0800
 20.3790  19.4760   0.0300   0.0900
 25.3810  23.3210   0.1600  -0.0100
 23.9940  23.3790  -0.5800  -0.1900
 22.1700  20.8310   0.0100   0.2100
 27.3230  26.2830  -0.6400  -0.1400
 25.6310  24.8600  -0.5600  -0.2000
 24.8800  22.9230  -0.1100  -0.1700
 24.3860  22.6290  -0.1300   0.0400
 22.5760  22.0780  -0.4900   0.0700
 22.9980  21.4790  -0.2400   0.1000
 25.7310  25.5250   0.1000  -0.0500
 21.8980  20.6370   0.0300   0.0900
 24.2570  22.4920   0.1100   0.0200
 25.0460  23.0740  -0.0200   0.0000
 24.0780  22.2470  -0.1500   0.0400
 25.8410  25.0630  -0.6100  -0.2200
 22.0110  20.7100  -0.2400  -0.2100
 26.8740  25.8230  -0.6100  -0.1800
 27.1200  24.6210   0.1700  -0.0600
 27.5420  24.8710  -0.2300  -0.0100
 25.8860  23.6890   0.0400  -0.2300
 20.8080  19.8090   0.0200   0.0600
 22.5420  21.1300  -0.0600   0.1300
 24.4080  22.6030  -0.1400   0.1400
 23.8550  22.2330  -0.1000   0.1000
 24.9060  22.9180   0.1200  -0.0100
 27.3980  24.7390   0.0100  -0.0900
 25.8490  23.6820  -0.0900  -0.0600
 23.9120  22.1400   0.1500   0.1000
 20.8270  19.8180  -0.0600  -0.0800
 24.4430  22.5860  -0.0800   0.1100
 24.5520  22.7710   0.1300   0.2100
 27.3820  24.7810  -0.0300  -0.0200
 26.2200  23.9180   0.0500   0.1900
 22.1370  20.8200   0.0300  -0.0800
 24.5680  22.7370  -0.1100   0.0000
 22.2950  20.8980   0.1700  -0.1200
 24.5900  22.6420  -0.0100  -0.0100
 22.5940  21.1330  -0.1200  -0.0200
 26.6620  26.1410  -0.7600  -0.5400
 29.2670  25.8660   0.3000   0.1300
 24.8710  22.8970  -0.0100   0.0000
 22.4160  21.9570  -0.5500  -0.1200
 24.3070  22.4550   0.0200  -0.0700
 28.6710  27.2600  -0.3100  -0.2200
 28.7310  27.7330  -0.3300  -0.2800
 27.2530  26.1690  -0.5600   0.0600
 28.5830  27.3240  -0.7000  -0.3700
 28.1160  26.9790  -0.4100   0.0400
 20.8110  19.7830   0.0100   0.1300
 28.0710  26.8070  -0.9500  -0.2900
 25.9600  25.1020  -0.5400  -0.2200
 23.3270  21.7330   0.0500   0.0800
 22.0550  20.7290   0.1400  -0.2100
 22.1090  20.7850   0.1200   0.0800
 21.9880  20.6860  -0.0300   0.0400
 25.7220  23.6230   0.1200   0.0300
 22.6630  21.1800  -0.0200   0.0000
 22.5630  21.1000   0.2000   0.0000
 24.0120  22.1720  -0.1800   0.2100
 24.1440  22.3750  -0.0600  -0.0700
 21.2640  20.1420   0.2000   0.0300
 26.2310  25.8510  -0.0300  -0.0700
 22.2910  21.8610  -0.4600  -0.0300
 25.5660  24.7900  -0.6900  -0.1800
 25.7440  24.8820  -0.5200  -0.2700
 26.9820  26.0350  -0.6600  -0.0900
 22.2860  20.9440  -0.1600  -0.0400
 26.7560  25.7410  -0.7300  -0.0600
 27.1350  24.6010  -0.0700   0.1600
 26.3180  23.9620   0.0600  -0.0300
 24.7250  24.0690  -0.6900   0.0900
 24.1250  22.3090   0.2500  -0.0300
 22.7830  21.1690  -0.0200   0.0700
 27.7500  26.7510  -0.0200  -0.2200
 27.8080  26.7460   1.7900   1.7300
 24.4430  24.5000  -0.0800  -0.1300
 26.3720  25.4440  -0.5200  -0.2300
 24.8980  22.9630  -0.0900   0.1200
 26.0780  23.9050  -0.1100   0.1700
 23.7200  23.2860  -0.1900  -0.0400
 23.0590  21.5480  -0.0600   0.0700
 28.1300  27.4060  -0.4900  -0.0700
 22.8940  21.3510  -0.1200   0.0600
 20.5680  19.6170  -0.1000  -0.0700
 26.7180  25.7390  -0.6800  -0.0800
 21.2440  20.1040   0.0200   0.1600
 23.1520  21.6540  -0.1100   0.0900
 26.3400  25.4080  -0.3700  -0.1100
 28.3870  27.5350   0.2000  -0.3300
 27.0030  26.1850  -0.7200  -0.2900
 26.9060  26.0220  -1.0400  -0.5800
 22.7910  22.3650  -0.6400  -0.0100
 25.9290  23.6990  -0.0800   0.1500
 29.4010  28.1470  -1.1200   0.1100
 29.7020  26.1680  -0.0100  -0.1100
 24.7630  22.9220  -0.1000  -0.0100
 25.6850  24.9770  -0.5700  -0.2300
 26.4690  25.5400  -0.5100  -0.4900
 24.5770  23.9660  -0.5800  -0.2700
 27.6920  27.3200  -0.6000  -0.3900
 24.9830  23.0280  -0.1300  -0.0300
 28.9930  27.5680  -0.5600  -0.3400
 27.9510  27.6110  -0.2700  -0.1300
 22.6310  21.1460  -0.0100   0.2200
 20.5200  19.5740   0.0000  -0.0500
 22.8420  21.3550   0.0600  -0.0300
 24.3930  23.8500  -0.8100  -0.1500
 22.7030  21.2170  -0.0600   0.0300
 20.2720  19.4090   0.0600   0.1700
 27.7020  24.8340   0.1600   0.3000
 26.4510  24.1780   0.1900  -0.0300
 28.7210  25.4710   0.1300  -0.1400
 25.1900  23.1900  -0.0500   0.1700
 30.1870  29.1080  -1.2700  -0.5800
 28.5300  27.4750  -1.4000   0.4100
 24.6750  24.0820  -0.6900   0.0400
 23.0040  22.5610  -0.4800  -0.2100
 25.0500  24.3910  -0.5900  -0.3500
 24.5260  22.7690  -0.1500  -0.1500
 23.1250  21.5760   0.2100   0.0500
 30.1340  28.5750  -0.8300   0.1900
 23.6790  23.1750  -0.5900  -0.1700
 26.0890  25.1470  -0.7400  -0.1800
 21.8460  20.5470   0.0500  -0.1200
 27.4760  26.9290  -0.6200  -0.4000
 28.7890  28.0370  -0.3800   0.4500
 28.4600  28.0970  -1.2500  -0.3800
 27.4110  26.2710  -0.5300  -0.3100
 29.2210  28.0320  -0.3100   2.5100
 28.8720  27.3840  -0.9000  -0.4500
 29.2010  27.8640   0.0200  -0.4000
 29.2120  27.9700  -0.8600  -0.5800
 28.5140  27.9160  -0.2000  -0.6800
 29.1270  28.1220   0.0200  -0.0500
 30.7240  26.6530  -0.3800  -0.3000
 25.2370  24.5510  -0.8000   0.0100
 29.0780  27.9410   0.6600  -0.3200
 28.8590  27.8210  -1.0500  -0.6600
 23.4980  21.7660  -0.2200  -0.0800
 21.1690  19.9930  -0.0400   0.0900
 25.9750  23.7470   0.0300  -0.0400
 25.3440  23.3530  -0.1800   0.0200
 23.0400  21.4490   0.0600  -0.0600
 22.9930  21.4500   0.1100  -0.0400
 29.4790  28.1180  -0.2000  -0.4700
 30.8380  30.2690  -1.1100  -1.0500
 29.7750  28.4780  -0.1000  -0.8000
 29.7520  28.3170  -0.8000  -0.1500
 29.4670  27.9790  -0.8500  -0.9200
 22.1720  20.8260  -0.0200  -0.1200
 28.0070  27.5480  -0.6800   0.0800
 21.8030  20.5280   0.1300  -0.1600
 24.0350  22.2820   0.1800   0.1200
 29.0490  28.1360  -0.2400   0.0000
 28.8780  27.4810  -0.5500   0.1400
 24.1050  22.2670   0.0300  -0.1800
 20.6430  19.6780   0.1900  -0.0700
 28.8200  25.5260  -0.1800  -0.1100
 26.4120  25.5340  -0.6600  -0.2400
 29.4680  28.0500   1.2600   1.5600
 27.7360  27.1780  -0.9900  -0.9100
 24.8490  24.2020  -0.5100  -0.3600
 29.9880  28.4610  -1.2600   0.3100
 27.0700  26.5090   0.1900   0.0700
 23.7850  23.2650  -0.8600  -0.1700
 28.9910  27.9580  -0.0700   0.0800
 24.3000  22.4580  -0.1800   0.0500
 21.8030  20.5280   0.1300  -0.1600
 24.4210  22.6090   0.0600   0.1100
 24.9560  22.9910   0.1100   0.0700
 26.0830  25.2750  -0.5200  -0.2800
 27.2500  24.6050   0.0300   0.1200
 28.1750  26.8700  -1.0100  -0.0700
 27.8460  26.7030  -0.2500  -0.0600
 21.5690  20.3650   0.0900  -0.1100
 27.5070  24.7480  -0.1400  -0.2700
 24.9090  22.9540  -0.0600  -0.0100
 28.3140  26.8700  -0.6600  -0.0300
 27.9050  26.6540  -0.8400  -0.2100
 27.3140  26.1560  -0.5900  -0.3600
 29.6710  28.3260  -1.6300  -0.3900
 28.4250  27.3990  -0.6000  -0.2700
 23.6370  23.1540  -0.7400  -0.2100
 26.2790  25.4490  -2.0000   0.0100
 25.9230  25.7370  -0.6300  -0.3200
 23.6770  21.9670  -0.1800   0.1800
 20.9330  19.8900   0.0100   0.0600
 28.2180  27.8210  -1.1500   0.2000
 30.1880  28.4790  -0.6700   0.5500
 25.3130  24.6200  -0.3900  -0.1300
 27.3250  23.4500   0.4900   0.8500
 24.4850  23.8940  -0.5000  -0.0100
 21.5790  20.3540  -0.1700  -0.0100
 28.9170  27.7200  -0.6800  -0.1500
 28.3950  27.3980  -0.3600   0.0300
 27.5170  26.4130  -1.1000   0.1000
 20.5710  19.6090   0.3800  -0.0200
 24.6510  22.7260  -0.0400  -0.0700
 29.1090  27.5750  -0.5900   0.5600
 28.8920  27.4660  -1.0000  -0.1200
 23.8490  21.9660   0.2500  -0.0800
 24.5490  22.6240  -0.0700   0.0300
 28.5430  27.0080  -0.7300  -0.0100
 29.0550  27.4400   4.8100  -7.3900
 25.3600  23.4110   0.0100  -0.0900
 23.7840  22.2120  -0.1700   0.0700
 21.9290  20.6700   0.0500  -0.0600
 24.1710  22.4670   0.1400   0.0000
 25.8050  23.6050   0.0600   0.0600
 22.6250  21.1370   0.1700  -0.4100
 27.6320  24.8110  -0.0700   0.0700
 24.1590  22.3620   0.0900  -0.0300
 27.8950  27.0160   0.1400  -0.1400
 22.0700  20.7810  -0.3300  -0.0400
 23.4270  21.8290   0.4300   0.0700
 22.0560  20.7310  -0.0700  -0.0600
 26.7990  25.9020  -0.4700  -0.3000
 27.3910  26.6040  -0.1000  -0.0800
 27.8620  25.0630  -0.1100  -0.2800
 20.7070  19.7410  -0.3400  -0.1000
 24.2690  22.5060   0.1500  -0.3300
 25.1410  23.1780   0.0400   0.0700
 25.8980  23.9550  -0.0200   0.1500
 24.2360  22.4480  -0.0800  -0.1700
 24.5700  22.7130  -0.1500   0.1900
 24.7050  22.9340  -0.2600  -0.0200
 28.1660  27.2260  -0.6800  -0.1800
 26.5790  24.1950  -0.0100   0.0600
 28.6400  27.4130  -0.7300  -0.2500
 20.1430  19.3110  -0.2100   0.0000
 22.6550  21.1940  -0.0800   0.0600
 22.5970  21.1950  -0.2600   0.0400
 21.3230  20.1820   0.0000  -0.1200
 27.7300  26.6490  -0.4200   0.0800
 27.2670  26.6770   0.1800   0.4200
 22.6340  22.1560  -0.1500  -0.1300
 25.0440  23.1090  -0.1600   0.2100
 23.5600  21.9390   0.0200  -0.0800
 25.6790  24.8760  -0.5400   0.0000
 25.4300  24.7090  -0.3800  -0.2200
 21.8510  20.5400  -0.0600  -0.0300
 22.1340  20.7690  -0.3200   0.0300
 24.4570  22.5780   0.4400  -0.2400
 22.5640  21.0390   0.1800   0.0100
 24.8980  22.9670  -0.2000  -0.0800
 20.3660  19.4690  -0.1800  -0.0200
 20.5550  19.6340  -0.1300   0.0700
 24.0430  22.1630   0.0600   0.1300
 21.8840  20.6390   0.2500   0.0700
 24.5900  22.7320   0.0300   0.0800
 25.9900  25.2710  -0.4500   0.1000
 23.9150  22.2040   0.0700  -0.2100
 24.8610  23.0290  -0.1000  -0.0300
 20.6200  19.6810   0.0900  -0.1000
 23.4540  21.8780  -0.1900  -0.0400
 22.3350  20.9630  -0.1400   0.0100
 24.4900  22.6310  -0.1400  -0.1300
 23.4370  21.8160  -0.1200   0.3000
 22.4240  21.9240  -0.4800  -0.1600
 22.3750  21.0260  -0.1500   0.3400
 27.1820  24.5940   0.1700   0.0900
 21.8950  20.6110  -0.2500  -0.0500
 23.7990  22.1880  -0.2300   0.1000
 25.7040  23.5900   0.2600  -0.1400
 24.7030  22.7700   0.1000   0.0900
 23.6610  22.0450   0.0200   0.0500
 22.0900  20.8040  -0.1500   0.0300
 25.2020  23.2050  -0.2500   0.0400
 23.8180  22.0860  -0.2900   0.0000
 22.0600  20.7470  -0.0300  -0.1000
 25.9390  24.9900  -0.6400  -0.2700
 27.7610  24.8270  -0.0700  -0.1600
 27.5380  26.2550  -0.8000  -0.2900
 24.9710  23.1080   0.1300  -0.2200
 27.5520  26.3590  -0.4200  -0.3400
 25.1500  23.2030   0.1000  -0.1700
 25.3380  23.2660  -0.0800  -0.1900
 23.5390  21.9000   0.1700   0.2000
 24.1000  22.3250  -0.1200   0.2200
 23.5160  21.8110  -0.1300   0.1700
 26.6320  25.6620  -0.4200  -0.0800
