#Source,#CH1,#CH2
#Second,#Volt,#Volt
-0.0002012,-0.0192,0.0464
-0.00020118,-0.0192,0.0472
-0.00020116,-0.0192,0.0488
-0.00020114,-0.02,0.048
-0.00020112,-0.0192,0.0472
-0.0002011,-0.0184,0.0472
-0.00020108,-0.0192,0.0472
-0.00020106,-0.0192,0.048
-0.00020104,-0.0192,0.048
-0.00020102,-0.0192,0.0472
-0.000201,-0.0184,0.0472
-0.00020098,-0.02,0.0472
-0.00020096,-0.0216,0.0472
-0.00020094,-0.02,0.0472
-0.00020092,-0.0208,0.0472
-0.0002009,-0.0216,0.048
-0.00020088,-0.0216,0.048
-0.00020086,-0.02,0.0472
-0.00020084,-0.02,0.0472
-0.00020082,-0.0208,0.0472
-0.0002008,-0.02,0.0472
-0.00020078,-0.0208,0.0472
-0.00020076,-0.02,0.0488
-0.00020074,-0.0216,0.0472
-0.00020072,-0.02,0.0472
-0.0002007,-0.0192,0.0488
-0.00020068,-0.0208,0.0472
-0.00020066,-0.02,0.0472
-0.00020064,-0.0192,0.048
-0.00020062,-0.02,0.0464
-0.0002006,-0.02,0.0472
-0.00020058,-0.02,0.048
-0.00020056,-0.02,0.0472
-0.00020054,-0.0192,0.048
-0.00020052,-0.02,0.0472
-0.0002005,-0.02,0.0472
-0.00020048,-0.02,0.048
-0.00020046,-0.0216,0.048
-0.00020044,-0.02,0.0472
-0.00020042,-0.0192,0.0472
-0.0002004,-0.0176,0.048
-0.00020038,-0.0216,0.048
-0.00020036,-0.0208,0.048
-0.00020034,-0.0208,0.048
-0.00020032,-0.0208,0.0472
-0.0002003,-0.02,0.048
-0.00020028,-0.02,0.0472
-0.00020026,-0.0208,0.0472
-0.00020024,-0.0216,0.0472
-0.00020022,-0.0208,0.0472
-0.0002002,-0.0216,0.0472
-0.00020018,-0.02,0.0472
-0.00020016,-0.0208,0.0472
-0.00020014,-0.02,0.0472
-0.00020012,-0.02,0.0472
-0.0002001,-0.0208,0.0472
-0.00020008,-0.02,0.0472
-0.00020006,-0.02,0.048
-0.00020004,-0.02,0.048
-0.00020002,-0.02,0.0472
-0.0002,-0.02,0.0472
-0.00019998,-0.02,0.0472
-0.00019996,-0.0192,0.048
-0.00019994,-0.0192,0.0472
-0.00019992,-0.0216,0.0464
-0.0001999,-0.0216,0.0472
-0.00019988,-0.0216,0.0472
-0.00019986,-0.02,0.0472
-0.00019984,-0.0216,0.0496
-0.00019982,-0.0216,0.0472
-0.0001998,-0.0184,0.0464
-0.00019978,-0.0192,0.0472
-0.00019976,-0.0224,0.048
-0.00019974,-0.0216,0.048
-0.00019972,-0.0216,0.0488
-0.0001997,-0.0208,0.0472
-0.00019968,-0.02,0.048
-0.00019966,-0.0216,0.048
-0.00019964,-0.0216,0.0472
-0.00019962,-0.0208,0.0472
-0.0001996,-0.02,0.0472
-0.00019958,-0.0208,0.048
-0.00019956,-0.0216,0.048
-0.00019954,-0.0208,0.048
-0.00019952,-0.0208,0.0472
-0.0001995,-0.0192,0.0472
-0.00019948,-0.02,0.048
-0.00019946,-0.0208,0.048
-0.00019944,-0.02,0.0472
-0.00019942,-0.02,0.0472
-0.0001994,-0.0208,0.0472
-0.00019938,-0.0192,0.0472
-0.00019936,-0.02,0.0488
-0.00019934,-0.0216,0.048
-0.00019932,-0.0184,0.0472
-0.0001993,-0.0192,0.0472
-0.00019928,-0.0208,0.0472
-0.00019926,-0.0208,0.0472
-0.00019924,-0.0208,0.0472
-0.00019922,-0.02,0.0472
-0.0001992,-0.0216,0.048
-0.00019918,-0.0216,0.0472
-0.00019916,-0.02,0.0472
-0.00019914,-0.0216,0.048
-0.00019912,-0.0216,0.048
-0.0001991,-0.02,0.048
-0.00019908,-0.0208,0.0472
-0.00019906,-0.0216,0.0472
-0.00019904,-0.0208,0.0472
-0.00019902,-0.0208,0.0472
-0.000199,-0.0216,0.0472
-0.00019898,-0.02,0.048
-0.00019896,-0.0208,0.048
-0.00019894,-0.0208,0.0472
-0.00019892,-0.02,0.0472
-0.0001989,-0.0208,0.048
-0.00019888,-0.0208,0.048
-0.00019886,-0.02,0.0472
-0.00019884,-0.0192,0.0472
-0.00019882,-0.0216,0.0472
-0.0001988,-0.0216,0.0472
-0.00019878,-0.0208,0.0488
-0.00019876,-0.0216,0.048
-0.00019874,-0.0224,0.0472
-0.00019872,-0.0216,0.0472
-0.0001987,-0.0216,0.048
-0.00019868,-0.0224,0.0488
-0.00019866,-0.0224,0.048
-0.00019864,-0.0208,0.0472
-0.00019862,-0.02,0.0464
-0.0001986,-0.0192,0.048
-0.00019858,-0.0216,0.048
-0.00019856,-0.0208,0.048
-0.00019854,-0.0216,0.0472
-0.00019852,-0.0208,0.048
-0.0001985,-0.0216,0.0488
-0.00019848,-0.0232,0.0488
-0.00019846,-0.0208,0.0472
-0.00019844,-0.02,0.048
-0.00019842,-0.0208,0.048
-0.0001984,-0.0224,0.0472
-0.00019838,-0.0216,0.0472
-0.00019836,-0.0216,0.0472
-0.00019834,-0.0216,0.0472
-0.00019832,-0.0216,0.048
-0.0001983,-0.0216,0.0472
-0.00019828,-0.0216,0.0472
-0.00019826,-0.0216,0.0488
-0.00019824,-0.0224,0.0488
-0.00019822,-0.0216,0.048
-0.0001982,-0.0216,0.0464
-0.00019818,-0.0208,0.0472
-0.00019816,-0.0192,0.0472
-0.00019814,-0.0208,0.0472
-0.00019812,-0.0224,0.0472
-0.0001981,-0.0216,0.048
-0.00019808,-0.0224,0.048
-0.00019806,-0.0216,0.048
-0.00019804,-0.0216,0.0472
-0.00019802,-0.0208,0.0472
-0.000198,-0.0224,0.0472
-0.00019798,-0.0216,0.0472
-0.00019796,-0.0216,0.048
-0.00019794,-0.0216,0.0472
-0.00019792,-0.0224,0.0488
-0.0001979,-0.0216,0.0488
-0.00019788,-0.02,0.0488
-0.00019786,-0.0208,0.048
-0.00019784,-0.02,0.0472
-0.00019782,-0.0208,0.0472
-0.0001978,-0.02,0.0472
-0.00019778,-0.0216,0.0472
-0.00019776,-0.0208,0.0472
-0.00019774,-0.0208,0.048
-0.00019772,-0.0208,0.0472
-0.0001977,-0.02,0.0472
-0.00019768,-0.0216,0.0472
-0.00019766,-0.0224,0.048
-0.00019764,-0.0216,0.048
-0.00019762,-0.0208,0.0472
-0.0001976,-0.0216,0.0472
-0.00019758,-0.0216,0.0472
-0.00019756,-0.02,0.048
-0.00019754,-0.0216,0.048
-0.00019752,-0.0216,0.0464
-0.0001975,-0.0208,0.0472
-0.00019748,-0.0216,0.0488
-0.00019746,-0.0208,0.048
-0.00019744,-0.0208,0.0472
-0.00019742,-0.0208,0.0472
-0.0001974,-0.02,0.0464
-0.00019738,-0.02,0.0472
-0.00019736,-0.0208,0.0472
-0.00019734,-0.02,0.0472
-0.00019732,-0.0224,0.048
-0.0001973,-0.0216,0.048
-0.00019728,-0.0216,0.048
-0.00019726,-0.0216,0.048
-0.00019724,-0.0224,0.0472
-0.00019722,-0.0224,0.0472
-0.0001972,-0.0216,0.048
-0.00019718,-0.0224,0.0464
-0.00019716,-0.0208,0.0472
-0.00019714,-0.0216,0.0472
-0.00019712,-0.0216,0.048
-0.0001971,-0.0216,0.0472
-0.00019708,-0.0216,0.0472
-0.00019706,-0.0224,0.0472
-0.00019704,-0.0224,0.0472
-0.00019702,-0.0216,0.0472
-0.000197,-0.0216,0.0472
-0.00019698,-0.0216,0.0472
-0.00019696,-0.0216,0.0472
-0.00019694,-0.0224,0.048
-0.00019692,-0.0224,0.048
-0.0001969,-0.0224,0.0472
-0.00019688,-0.0216,0.0472
-0.00019686,-0.0224,0.048
-0.00019684,-0.0232,0.048
-0.00019682,-0.0216,0.0472
-0.0001968,-0.0192,0.0448
-0.00019678,-0.0208,0.0472
-0.00019676,-0.0216,0.048
-0.00019674,-0.0216,0.048
-0.00019672,-0.0216,0.048
-0.0001967,-0.0208,0.0472
-0.00019668,-0.0216,0.0472
-0.00019666,-0.0216,0.0472
-0.00019664,-0.0232,0.0472
-0.00019662,-0.0224,0.048
-0.0001966,-0.0224,0.048
-0.00019658,-0.0208,0.0472
-0.00019656,-0.0224,0.048
-0.00019654,-0.0216,0.048
-0.00019652,-0.0216,0.048
-0.0001965,-0.0216,0.048
-0.00019648,-0.0216,0.048
-0.00019646,-0.0216,0.0472
-0.00019644,-0.0208,0.0472
-0.00019642,-0.0216,0.0472
-0.0001964,-0.0216,0.048
-0.00019638,-0.0232,0.048
-0.00019636,-0.0216,0.0488
-0.00019634,-0.0216,0.048
-0.00019632,-0.0216,0.0472
-0.0001963,-0.0216,0.0472
-0.00019628,-0.0224,0.0472
-0.00019626,-0.0208,0.0472
-0.00019624,-0.0224,0.0472
-0.00019622,-0.0232,0.048
-0.0001962,-0.0232,0.0472
-0.00019618,-0.0216,0.0472
-0.00019616,-0.0216,0.048
-0.00019614,-0.0232,0.0472
-0.00019612,-0.0216,0.048
-0.0001961,-0.0224,0.0472
-0.00019608,-0.0208,0.0464
-0.00019606,-0.0216,0.0472
-0.00019604,-0.0216,0.048
-0.00019602,-0.0224,0.048
-0.000196,-0.0216,0.0472
-0.00019598,-0.0216,0.0472
-0.00019596,-0.0216,0.0472
-0.00019594,-0.0216,0.0472
-0.00019592,-0.0224,0.048
-0.0001959,-0.0216,0.048
-0.00019588,-0.0224,0.0472
-0.00019586,-0.0216,0.0472
-0.00019584,-0.0216,0.0472
-0.00019582,-0.0216,0.0472
-0.0001958,-0.0216,0.0472
-0.00019578,-0.0216,0.0472
