Name: Ryan
measurement station: King Louie
Sample: PST 441 G2
date: Wednesday, July 03, 2019
time: 2:05 PM
Comment: 
PST441 G2
6-Terminal Small Hall Bar
July 3rd, 2019

Pushing current from9 to B
Measuring Vxx from 11 to 12 using Agilent, GPIB 23
Measuring Vxy from E to 11 using Keysight 1, GPIB 22

Pushing a voltage of 100.0 mV at frequency 37.37Hz
Through divider of 1224:12
Reference resistance of 996.51 Kilohms
Ref. resistance voltage measured using Keysight 2, GPIB 24

Ref. resistance:Rxx:Rxy sensitivities are 1:1:0.05
Sweeping magnetic field from -14 to 14T at 0.1 T/min
Start Value B: -0.250000
End Value B: 0.250000
---------						
B field / T	Temperature (Ohm)	I-Keysight 01	Uxx-Keysight 02	Uxy- Ag1 Ch1	Rxx	Rxy
						
-2.47300E-1	1.68290E+4	1.15416E-2	9.33271E+0	-3.56530E-3	8.05796E+5	-3.07832E+2
-2.45100E-1	1.69320E+4	1.15744E-2	9.33280E+0	-3.62230E-3	8.03514E+5	-3.11864E+2
-2.38900E-1	1.70420E+4	1.15446E-2	9.33273E+0	-3.55210E-3	8.05586E+5	-3.06612E+2
-2.31400E-1	1.71480E+4	1.15459E-2	9.33246E+0	-3.56470E-3	8.05474E+5	-3.07665E+2
-2.22900E-1	1.72500E+4	1.15772E-2	9.33223E+0	-3.55710E-3	8.03273E+5	-3.06178E+2
-2.14800E-1	1.73530E+4	1.15576E-2	9.33294E+0	-3.60800E-3	8.04696E+5	-3.11086E+2
-2.06500E-1	1.74570E+4	1.15716E-2	9.33285E+0	-3.56310E-3	8.03717E+5	-3.06844E+2
-1.98200E-1	1.75540E+4	1.15820E-2	9.33248E+0	-3.59160E-3	8.02966E+5	-3.09021E+2
-1.89500E-1	1.76570E+4	1.15638E-2	9.33330E+0	-3.57290E-3	8.04294E+5	-3.07894E+2
-1.81200E-1	1.77570E+4	1.15254E-2	9.33219E+0	-3.57460E-3	8.06879E+5	-3.09067E+2
-1.72900E-1	1.78510E+4	1.15718E-2	9.33332E+0	-3.58120E-3	8.03743E+5	-3.08397E+2
-1.64300E-1	1.79510E+4	1.15485E-2	9.33280E+0	-3.55920E-3	8.05322E+5	-3.07121E+2
-1.56000E-1	1.80450E+4	1.15631E-2	9.33234E+0	-3.59490E-3	8.04260E+5	-3.09808E+2
-1.47700E-1	1.81420E+4	1.15409E-2	9.33325E+0	-3.60470E-3	8.05891E+5	-3.11252E+2
-1.39000E-1	1.82380E+4	1.15386E-2	9.33254E+0	-3.61130E-3	8.05988E+5	-3.11884E+2
-1.30700E-1	1.83310E+4	1.15837E-2	9.33261E+0	-3.60030E-3	8.02854E+5	-3.09722E+2
-1.22000E-1	1.84220E+4	1.16059E-2	9.33250E+0	-3.58940E-3	8.01308E+5	-3.08193E+2
-1.13700E-1	1.85100E+4	1.15632E-2	9.33255E+0	-3.52200E-3	8.04275E+5	-3.03524E+2
-1.05400E-1	1.86000E+4	1.15257E-2	9.33246E+0	-3.59430E-3	8.06881E+5	-3.10762E+2
-9.71000E-2	1.86850E+4	1.15752E-2	9.33301E+0	-3.57460E-3	8.03478E+5	-3.07737E+2
-8.84000E-2	1.87690E+4	1.15660E-2	9.33271E+0	-3.61400E-3	8.04092E+5	-3.11377E+2
-8.01000E-2	1.88550E+4	1.15743E-2	9.33264E+0	-3.60310E-3	8.03514E+5	-3.10217E+2
-7.16000E-2	1.89400E+4	1.15574E-2	9.33231E+0	-3.62450E-3	8.04659E+5	-3.12515E+2
-6.30000E-2	1.90240E+4	1.15416E-2	9.33246E+0	-3.57290E-3	8.05771E+5	-3.08487E+2
-5.48000E-2	1.91020E+4	1.15664E-2	9.33264E+0	-3.60310E-3	8.04057E+5	-3.10426E+2
-4.65000E-2	1.91830E+4	1.15513E-2	9.33272E+0	-3.57080E-3	8.05116E+5	-3.08046E+2
-3.82000E-2	1.92590E+4	1.15482E-2	9.33204E+0	-3.58120E-3	8.05277E+5	-3.09027E+2
-2.94000E-2	1.93350E+4	1.15356E-2	9.33258E+0	-3.58560E-3	8.06199E+5	-3.09744E+2
-2.11000E-2	1.94140E+4	1.15366E-2	9.33215E+0	-3.63380E-3	8.06096E+5	-3.13882E+2
-1.29000E-2	1.94840E+4	1.15205E-2	9.33276E+0	-3.55540E-3	8.07275E+5	-3.07539E+2
-4.00000E-3	1.95580E+4	1.15717E-2	9.33196E+0	-3.53680E-3	8.03634E+5	-3.04576E+2
4.40000E-3	1.96290E+4	1.15673E-2	9.33229E+0	-3.60800E-3	8.03965E+5	-3.10825E+2
1.26000E-2	1.97030E+4	1.15781E-2	9.33305E+0	-3.58720E-3	8.03285E+5	-3.08746E+2
2.13000E-2	1.97670E+4	1.15205E-2	9.33191E+0	-3.58990E-3	8.07200E+5	-3.10522E+2
2.97000E-2	1.98330E+4	1.15705E-2	9.33264E+0	-3.64690E-3	8.03772E+5	-3.14089E+2
3.79000E-2	1.99040E+4	1.15724E-2	9.33264E+0	-3.58450E-3	8.03639E+5	-3.08663E+2
4.63000E-2	1.99660E+4	1.15887E-2	9.33240E+0	-3.56250E-3	8.02491E+5	-3.06338E+2
5.50000E-2	2.00300E+4	1.15729E-2	9.33236E+0	-3.61840E-3	8.03583E+5	-3.11570E+2
6.34000E-2	2.00920E+4	1.15289E-2	9.33262E+0	-3.57680E-3	8.06675E+5	-3.09165E+2
7.15000E-2	2.01470E+4	1.15530E-2	9.33260E+0	-3.57620E-3	8.04985E+5	-3.08466E+2
8.03000E-2	2.02090E+4	1.15387E-2	9.33286E+0	-3.58450E-3	8.06009E+5	-3.09566E+2
8.85000E-2	2.02700E+4	1.16124E-2	9.33254E+0	-3.57130E-3	8.00867E+5	-3.06469E+2
9.69000E-2	2.03250E+4	1.16066E-2	9.33215E+0	-3.54450E-3	8.01233E+5	-3.04321E+2
1.05600E-1	2.03800E+4	1.15772E-2	9.33218E+0	-3.58390E-3	8.03267E+5	-3.08484E+2
1.14000E-1	2.04370E+4	1.15414E-2	9.33187E+0	-3.57130E-3	8.05733E+5	-3.08354E+2
1.22200E-1	2.04910E+4	1.15816E-2	9.33285E+0	-3.56200E-3	8.03024E+5	-3.06484E+2
1.30900E-1	2.05410E+4	1.15761E-2	9.33216E+0	-3.59490E-3	8.03341E+5	-3.09460E+2
1.39100E-1	2.05940E+4	1.15807E-2	9.33258E+0	-3.55210E-3	8.03064E+5	-3.05657E+2
1.47800E-1	2.06420E+4	1.16203E-2	9.33212E+0	-3.59710E-3	8.00283E+5	-3.08472E+2
1.56000E-1	2.06900E+4	1.16072E-2	9.33122E+0	-3.60250E-3	8.01109E+5	-3.09284E+2
1.64400E-1	2.07400E+4	1.15880E-2	9.33199E+0	-3.56470E-3	8.02505E+5	-3.06547E+2
1.72700E-1	2.07820E+4	1.16002E-2	9.33228E+0	-3.54720E-3	8.01685E+5	-3.04721E+2
1.81400E-1	2.08260E+4	1.15974E-2	9.33192E+0	-3.54450E-3	8.01845E+5	-3.04561E+2
1.89700E-1	2.08700E+4	1.16196E-2	9.33243E+0	-3.57950E-3	8.00358E+5	-3.06981E+2
1.98000E-1	2.09160E+4	1.16577E-2	9.33233E+0	-3.58880E-3	7.97739E+5	-3.06775E+2
2.06300E-1	2.09570E+4	1.16028E-2	9.33249E+0	-3.54830E-3	8.01525E+5	-3.04747E+2
2.15000E-1	2.09980E+4	1.16199E-2	9.33263E+0	-3.59490E-3	8.00353E+5	-3.08294E+2
2.23200E-1	2.10400E+4	1.15891E-2	9.33175E+0	-3.53840E-3	8.02407E+5	-3.04255E+2
2.31500E-1	2.10720E+4	1.16023E-2	9.33243E+0	-3.58660E-3	8.01552E+5	-3.08049E+2
2.40300E-1	2.11130E+4	1.15937E-2	9.33212E+0	-3.56090E-3	8.02122E+5	-3.06069E+2
2.48400E-1	2.11510E+4	1.16069E-2	9.33227E+0	-3.57730E-3	8.01218E+5	-3.07128E+2
2.52600E-1	2.11840E+4	1.15652E-2	9.33260E+0	-3.58170E-3	8.04138E+5	-3.08615E+2
2.52400E-1	2.12230E+4	1.16377E-2	9.33208E+0	-3.58560E-3	7.99084E+5	-3.07027E+2
2.51200E-1	2.12570E+4	1.16324E-2	9.33148E+0	-3.55320E-3	7.99397E+5	-3.04391E+2
2.50200E-1	2.12890E+4	1.16116E-2	9.33343E+0	-3.54610E-3	8.00998E+5	-3.04328E+2
