         15485407 function calls (15255153 primitive calls) in 183.199 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   307604    0.038    0.000    0.038    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\path.py:197(vertices)
18512/15212    0.036    0.000    0.707    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\spines.py:487(get_spine_transform)
   319720    0.035    0.000    0.035    0.000 {method 'lower' of 'str' objects}
    26943    0.035    0.000    0.061    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\lines.py:1112(_split_drawstyle_linestyle)
    14007    0.035    0.000    0.174    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\transforms.py:1976(scale)
    28141    0.035    0.000    0.167    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\transforms.py:2470(composite_transform_factory)
    12678    0.034    0.000    0.046    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\font_manager.py:812(set_size)
     4863    0.034    0.000    0.822    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\text.py:852(get_window_extent)
     1040    0.033    0.000    0.475    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\transforms.py:627(count_contains)
    43904    0.033    0.000    0.824    0.000 C:\Users\ryank\AppData\Local\Programs\Python\Python37\lib\contextlib.py:107(__enter__)
10992/8659    0.033    0.000    0.125    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\transforms.py:2395(get_affine)
     7236    0.033    0.000    0.089    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\numpy\lib\shape_base.py:599(column_stack)
    30768    0.033    0.000    0.069    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\artist.py:656(set_figure)
      596    0.033    0.000    2.796    0.005 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\axis.py:1075(_update_ticks)
7330/7280    0.033    0.000    0.056    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\transforms.py:413(bounds)
     9434    0.032    0.000    0.146    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\transforms.py:1930(rotate_deg)
    13500    0.032    0.000    0.363    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\artist.py:1047(set)
     4565    0.032    0.000    0.066    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\transforms.py:671(translated)
    24742    0.032    0.000    0.154    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\colors.py:149(to_rgba)
     6798    0.031    0.000    0.093    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\backend_bases.py:718(__init__)
    31266    0.031    0.000    0.272    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\numpy\core\fromnumeric.py:2083(any)
    42867    0.031    0.000    0.035    0.000 {built-in method _abc._abc_instancecheck}
    15981    0.031    0.000    1.141    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\text.py:170(update)
   129126    0.030    0.000    0.030    0.000 {built-in method builtins.hasattr}
 1687/943    0.029    0.000    0.365    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\offsetbox.py:423(get_extent_offsets)
       75    0.029    0.000    0.330    0.004 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\collections.py:1348(<listcomp>)
    28108    0.029    0.000    0.034    0.000 {built-in method builtins.max}
3150/2850    0.029    0.000    1.506    0.001 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\axis.py:842(reset_ticks)
    43904    0.029    0.000    0.983    0.000 C:\Users\ryank\AppData\Local\Programs\Python\Python37\lib\contextlib.py:237(helper)
    16767    0.028    0.000    0.123    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\transforms.py:1962(translate)
   293881    0.028    0.000    0.028    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\path.py:230(simplify_threshold)
     2700    0.028    0.000    0.410    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\axis.py:332(_apply_params)
   229109    0.028    0.000    0.028    0.000 {built-in method builtins.len}
     3898    0.028    0.000    0.028    0.000 {method 'split' of 'str' objects}
     1192    0.027    0.000    0.090    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\ticker.py:764(_set_format)
     6836    0.027    0.000    0.028    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\numpy\lib\stride_tricks.py:185(_broadcast_shape)
      629    0.027    0.000    0.027    0.000 {built-in method nt.stat}
     3000    0.027    0.000    0.095    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\ticker.py:1945(_validate_steps)
    12603    0.027    0.000    0.034    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\font_manager.py:794(set_stretch)
64197/41371    0.027    0.000    0.105    0.000 {built-in method builtins.hash}
  125/100    0.027    0.000    1.615    0.016 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\__init__.py:1586(inner)
