         9811367 function calls (9663333 primitive calls) in 344.576 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     3624    0.015    0.000    0.015    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\transforms.py:2867(_interval_contains_close)
     3984    0.015    0.000    0.028    0.000 C:\Users\ryank\AppData\Local\Programs\Python\Python37\lib\tkinter\__init__.py:1357(_register)
    25282    0.015    0.000    0.019    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\cbook\__init__.py:2017(<listcomp>)
    16200    0.015    0.000    0.063    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\colors.py:115(_is_nth_color)
    27312    0.015    0.000    0.027    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\font_manager.py:1233(<genexpr>)
     8622    0.015    0.000    0.029    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\lines.py:1095(set_linewidth)
     8772    0.015    0.000    0.038    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\text.py:809(get_unitless_position)
    16802    0.014    0.000    0.041    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\artist.py:343(set_transform)
   158284    0.014    0.000    0.014    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\path.py:251(should_simplify)
    26796    0.014    0.000    0.046    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\pyplot.py:572(_auto_draw_if_interactive)
    36852    0.014    0.000    0.014    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\numpy\core\fromnumeric.py:70(<dictcomp>)
     5052    0.014    0.000    0.134    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\transforms.py:1377(transform)
    15976    0.014    0.000    0.014    0.000 {method 'match' of 're.Pattern' objects}
    17844    0.014    0.000    0.125    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\transforms.py:1236(__add__)
     8622    0.014    0.000    0.117    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\lines.py:1241(set_markerfacecolor)
      632    0.014    0.000    0.014    0.000 {built-in method matplotlib._path.path_intersects_rectangle}
    16001    0.013    0.000    0.020    0.000 C:\Users\ryank\AppData\Local\Programs\Python\Python37\lib\re.py:271(_compile)
   123984    0.013    0.000    0.013    0.000 {built-in method builtins.id}
     8512    0.013    0.000    0.042    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\transforms.py:1776(transform_affine)
