         31178916 function calls (30742562 primitive calls) in 1076.752 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     2256    0.111    0.000    2.435    0.001 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\ticker.py:2016(_raw_ticks)
   124728    0.110    0.000    0.500    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\artist.py:49(_stale_axes_callback)
    32057    0.110    0.000    0.110    0.000 {built-in method numpy.concatenate}
34288/282    0.108    0.000   50.592    0.179 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\artist.py:30(draw_wrapper)
    43439    0.107    0.000    0.107    0.000 {built-in method numpy.zeros}
  1376142    0.104    0.000    0.104    0.000 {method 'append' of 'list' objects}
   172074    0.101    0.000    2.572    0.000 {built-in method builtins.next}
    23994    0.097    0.000    0.109    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\font_manager.py:776(set_weight)
    74209    0.096    0.000    0.265    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\transforms.py:1819(__init__)
      141    0.094    0.001    1.062    0.008 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\collections.py:1335(set_segments)
     5327    0.091    0.000    0.435    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\scipy\linalg\basic.py:906(inv)
      564    0.089    0.000    1.863    0.003 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\legend.py:623(_findoffset)
   578238    0.088    0.000    0.088    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\path.py:197(vertices)
     5327    0.087    0.000  728.383    0.137 C:/Users/ryank/Desktop/Personal Files/Github/PythonCodes/EP3/Mobility and Carrier Density/Test.py:162(fittings)
   794382    0.087    0.000    0.087    0.000 {method 'lower' of 'str' objects}
    82903    0.086    0.000    0.701    0.000 C:\Users\ryank\AppData\Local\Programs\Python\Python37\lib\contextlib.py:116(__exit__)
    47940    0.085    0.000    0.085    0.000 {method 'getint' of '_tkinter.tkapp' objects}
    49221    0.084    0.000    0.226    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\transforms.py:2299(__init__)
    83343    0.083    0.000    0.278    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\transforms.py:126(invalidate)
    14993    0.080    0.000    1.030    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\patches.py:728(_update_patch_transform)
    27778    0.079    0.000    0.079    0.000 {built-in method matplotlib._path.affine_transform}
    72669    0.078    0.000    0.669    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\numpy\core\fromnumeric.py:2083(any)
     7585    0.078    0.000    0.078    0.000 {method 'split' of 'str' objects}
     5558    0.078    0.000    4.257    0.001 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\backends\backend_agg.py:164(draw_text)
    64415    0.077    0.000    0.560    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\markers.py:245(_recache)
    13466    0.077    0.000    0.333    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\font_manager.py:1179(findfont)
   527714    0.076    0.000    0.076    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\artist.py:194(axes)
       72    0.075    0.001    0.075    0.001 {method 'close' of '_io.TextIOWrapper' objects}
    15981    0.073    0.000    0.161    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\numpy\lib\function_base.py:434(asarray_chkfinite)
    10842    0.073    0.000    0.236    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\numpy\core\fromnumeric.py:1253(resize)
    26591    0.071    0.000    0.346    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\transforms.py:1976(scale)
    50937    0.071    0.000    0.123    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\lines.py:1112(_split_drawstyle_linestyle)
34992/28788    0.071    0.000    1.419    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\spines.py:487(get_spine_transform)
   247596    0.070    0.000    0.070    0.000 {built-in method builtins.hasattr}
   513598    0.070    0.000    0.070    0.000 {built-in method builtins.len}
    53028    0.069    0.000    0.334    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\transforms.py:2470(composite_transform_factory)
    58998    0.069    0.000    0.069    0.000 {method 'reshape' of 'numpy.ndarray' objects}
     9330    0.068    0.000    1.637    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\text.py:852(get_window_extent)
20998/16580    0.068    0.000    0.255    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\transforms.py:2395(get_affine)
     1128    0.067    0.000    5.667    0.005 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\axis.py:1075(_update_ticks)
     2008    0.067    0.000    1.008    0.001 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\transforms.py:627(count_contains)
    82903    0.066    0.000    1.997    0.000 C:\Users\ryank\AppData\Local\Programs\Python\Python37\lib\contextlib.py:107(__enter__)
    23994    0.066    0.000    0.092    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\font_manager.py:812(set_size)
    13742    0.066    0.000    0.177    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\numpy\lib\shape_base.py:599(column_stack)
     8766    0.066    0.000    0.132    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\transforms.py:671(translated)
    38091    0.066    0.000    0.066    0.000 {method 'astype' of 'numpy.ndarray' objects}
    17772    0.065    0.000    0.291    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\transforms.py:1930(rotate_deg)
13865/13771    0.065    0.000    0.112    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\transforms.py:413(bounds)
    47119    0.064    0.000    0.309    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\colors.py:149(to_rgba)
    58128    0.064    0.000    0.136    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\artist.py:656(set_figure)
    12996    0.064    0.000    0.190    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\backend_bases.py:718(__init__)
    25380    0.063    0.000    0.701    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\artist.py:1047(set)
    54852    0.062    0.000    0.285    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\numpy\core\fromnumeric.py:54(_wrapfunc)
    77970    0.062    0.000    0.070    0.000 {built-in method _abc._abc_instancecheck}
    82903    0.061    0.000    2.040    0.000 C:\Users\ryank\AppData\Local\Programs\Python\Python37\lib\contextlib.py:237(helper)
    30139    0.060    0.000    2.278    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\text.py:170(update)
3196/1786    0.059    0.000    0.737    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\offsetbox.py:423(get_extent_offsets)
     3088    0.057    0.000    0.118    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\scipy\linalg\lapack.py:732(_compute_lwork)
   552003    0.057    0.000    0.057    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\path.py:230(simplify_threshold)
   559159    0.057    0.000    0.057    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\path.py:211(codes)
    31537    0.057    0.000    0.245    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\transforms.py:1962(translate)
5922/5358    0.056    0.000    3.017    0.001 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\matplotlib\axis.py:842(reset_ticks)
     5327    0.056    0.000    0.113    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\scipy\linalg\blas.py:318(_get_funcs)
    12990    0.055    0.000    0.057    0.000 C:\Users\ryank\Desktop\Personal Files\Github\PythonCodes\EP3\Mobility and Carrier Density\venv\lib\site-packages\numpy\lib\stride_tricks.py:185(_broadcast_shape)
