#X,CH1,CH2,
#Second,Volt,Volt,
-1.19e-02,-4.16e+00
-1.19e-02,-4.16e+00
-1.19e-02,-4.08e+00
-1.18e-02,-4.08e+00
-1.18e-02,-4.00e+00
-1.17e-02,-4.00e+00
-1.17e-02,-4.00e+00
-1.17e-02,-4.00e+00
-1.16e-02,-4.00e+00
-1.16e-02,-4.00e+00
-1.15e-02,-4.00e+00
-1.15e-02,-3.92e+00
-1.15e-02,-3.92e+00
-1.14e-02,-3.92e+00
-1.14e-02,-3.84e+00
-1.13e-02,-3.84e+00
-1.13e-02,-3.76e+00
-1.13e-02,-3.68e+00
-1.12e-02,-3.68e+00
-1.12e-02,-3.68e+00
-1.11e-02,-3.68e+00
-1.11e-02,-3.68e+00
-1.11e-02,-3.68e+00
-1.10e-02,-3.68e+00
-1.10e-02,-3.60e+00
-1.09e-02,-3.60e+00
-1.09e-02,-3.60e+00
-1.09e-02,-3.52e+00
-1.08e-02,-3.44e+00
-1.08e-02,-3.44e+00
-1.07e-02,-3.44e+00
-1.07e-02,-3.44e+00
-1.07e-02,-3.36e+00
-1.06e-02,-3.36e+00
-1.06e-02,-3.36e+00
-1.05e-02,-3.36e+00
-1.05e-02,-3.36e+00
-1.05e-02,-3.28e+00
-1.04e-02,-3.28e+00
-1.04e-02,-3.20e+00
-1.03e-02,-3.20e+00
-1.03e-02,-3.20e+00
-1.03e-02,-3.12e+00
-1.02e-02,-3.12e+00
-1.02e-02,-3.12e+00
-1.01e-02,-3.12e+00
-1.01e-02,-3.12e+00
-1.01e-02,-3.04e+00
-1.00e-02,-3.04e+00
-9.99e-03,-2.96e+00
-9.95e-03,-2.96e+00
-9.91e-03,-2.96e+00
-9.87e-03,-2.96e+00
-9.83e-03,-2.88e+00
-9.79e-03,-2.88e+00
-9.75e-03,-2.88e+00
-9.71e-03,-2.80e+00
-9.67e-03,-2.80e+00
-9.63e-03,-2.80e+00
-9.59e-03,-2.80e+00
-9.55e-03,-2.80e+00
-9.51e-03,-2.80e+00
-9.47e-03,-2.80e+00
-9.43e-03,-2.72e+00
-9.39e-03,-2.72e+00
-9.35e-03,-2.72e+00
-9.31e-03,-2.72e+00
-9.27e-03,-2.72e+00
-9.23e-03,-2.72e+00
-9.19e-03,-2.64e+00
-9.15e-03,-2.64e+00
-9.11e-03,-2.64e+00
-9.07e-03,-2.64e+00
-9.03e-03,-2.56e+00
-8.99e-03,-2.56e+00
-8.95e-03,-2.64e+00
-8.91e-03,-2.56e+00
-8.87e-03,-2.56e+00
-8.83e-03,-2.56e+00
-8.79e-03,-2.56e+00
-8.75e-03,-2.56e+00
-8.71e-03,-2.56e+00
-8.67e-03,-2.56e+00
-8.63e-03,-2.56e+00
-8.59e-03,-2.56e+00
-8.55e-03,-2.56e+00
-8.51e-03,-2.56e+00
-8.47e-03,-2.56e+00
-8.43e-03,-2.56e+00
-8.39e-03,-2.56e+00
-8.35e-03,-2.56e+00
-8.31e-03,-2.56e+00
-8.27e-03,-2.56e+00
-8.23e-03,-2.56e+00
-8.19e-03,-2.56e+00
-8.15e-03,-2.56e+00
-8.11e-03,-2.56e+00
-8.07e-03,-2.56e+00
-8.03e-03,-2.56e+00
-7.99e-03,-2.56e+00
-7.95e-03,-2.56e+00
-7.91e-03,-2.56e+00
-7.87e-03,-2.64e+00
-7.83e-03,-2.64e+00
-7.79e-03,-2.64e+00
-7.75e-03,-2.64e+00
-7.71e-03,-2.64e+00
-7.67e-03,-2.64e+00
-7.63e-03,-2.64e+00
-7.59e-03,-2.64e+00
-7.55e-03,-2.72e+00
-7.51e-03,-2.72e+00
-7.47e-03,-2.72e+00
-7.43e-03,-2.80e+00
-7.39e-03,-2.80e+00
-7.35e-03,-2.80e+00
-7.31e-03,-2.80e+00
-7.27e-03,-2.80e+00
-7.23e-03,-2.80e+00
-7.19e-03,-2.80e+00
-7.15e-03,-2.80e+00
-7.11e-03,-2.80e+00
-7.07e-03,-2.88e+00
-7.03e-03,-2.88e+00
-6.99e-03,-2.88e+00
-6.95e-03,-2.88e+00
-6.91e-03,-2.96e+00
-6.87e-03,-2.96e+00
-6.83e-03,-2.96e+00
-6.79e-03,-3.04e+00
-6.75e-03,-3.04e+00
-6.71e-03,-3.04e+00
-6.67e-03,-3.12e+00
-6.63e-03,-3.12e+00
-6.59e-03,-3.12e+00
-6.55e-03,-3.12e+00
-6.51e-03,-3.12e+00
-6.47e-03,-3.20e+00
-6.43e-03,-3.20e+00
-6.39e-03,-3.20e+00
-6.35e-03,-3.28e+00
-6.31e-03,-3.28e+00
-6.27e-03,-3.36e+00
-6.23e-03,-3.36e+00
-6.19e-03,-3.36e+00
-6.15e-03,-3.36e+00
-6.11e-03,-3.36e+00
-6.07e-03,-3.44e+00
-6.03e-03,-3.44e+00
-5.99e-03,-3.44e+00
-5.95e-03,-3.52e+00
-5.91e-03,-3.52e+00
-5.87e-03,-3.60e+00
-5.83e-03,-3.60e+00
-5.79e-03,-3.60e+00
-5.75e-03,-3.60e+00
-5.71e-03,-3.68e+00
-5.67e-03,-3.68e+00
-5.63e-03,-3.68e+00
-5.59e-03,-3.68e+00
-5.55e-03,-3.76e+00
-5.51e-03,-3.76e+00
-5.47e-03,-3.84e+00
-5.43e-03,-3.84e+00
-5.39e-03,-3.84e+00
-5.35e-03,-3.84e+00
-5.31e-03,-3.92e+00
-5.27e-03,-3.92e+00
-5.23e-03,-3.92e+00
-5.19e-03,-4.00e+00
-5.15e-03,-4.00e+00
-5.11e-03,-4.00e+00
-5.07e-03,-4.00e+00
