Source,CH1,CH2
Second,Volt,Volt
-0.010613999,-5.2,0.016
-0.010612,-4.8,0.016
-0.010609999,-5.2,0.016
-0.010608,-4.8,0.016
-0.010605999,-4.8,0.016
-0.010604,-4.8,0.016
-0.010601999,-5.2,0.016
-0.0106,-5.2,0.016
-0.010598,-4.8,0.016
-0.010596,-5.2,0.016
-0.010594,-4.8,0.016
-0.010592,-4.8,0.016
-0.01059,-4.8,0.016
-0.010588,-5.2,0.016
-0.010586,-4.8,0.016
-0.010584,-4.8,0.016
-0.010582,-4.8,0.016
-0.01058,-4.8,0.016
-0.010578,-4.8,0.016
-0.010576,-4.8,0.016
-0.010574,-4.4,0.016
-0.010572,-4.8,0.016
-0.01057,-4.8,0.016
-0.010568,-4.8,0.012
-0.010566,-4.4,0.016
-0.010564,-4.8,0.016
-0.010562,-4.4,0.016
-0.01056,-4.4,0.016
-0.010558,-4.4,0.016
-0.010555999,-4.4,0.016
-0.010554,-4.8,0.016
-0.010551999,-4.4,0.016
-0.01055,-4.4,0.012
-0.010547999,-4.4,0.016
-0.010546,-4.4,0.016
-0.010543999,-4.4,0.016
-0.010542,-4.4,0.016
-0.010539999,-4.4,0.016
-0.010538,-4.4,0.012
-0.010536,-4.4,0.012
-0.010534,-4.4,0.016
-0.010532,-4.4,0.012
-0.01053,-4.4,0.012
-0.010528,-4.4,0.012
-0.010526,-4.4,0.012
-0.010524,-4.4,0.012
-0.010522,-4,0.012
-0.01052,-4.4,0.008
-0.010518,-4.4,0.012
-0.010516,-4.4,0.008
-0.010514,-4.4,0.012
-0.010512,-4.4,0.012
-0.01051,-4.4,0.008
-0.010508,-4.4,0.012
-0.010506,-4.4,0.012
-0.010504,-4.4,0.008
-0.010502,-4.4,0.012
-0.0105,-4.4,0.012
-0.010498,-4,0.008
-0.010496,-4,0.008
-0.010494,-4.4,0.012
-0.010492,-4.4,0.008
-0.01049,-4,0.008
-0.010488,-4,0.008
-0.010486,-4,0.012
-0.010484,-4.4,0.008
-0.010482,-4.4,0.008
-0.01048,-4.4,0.008
-0.010478,-4,0.008
-0.010475999,-4,0.012
-0.010474,-4,0.008
-0.010471999,-3.6,0.008
-0.01047,-3.6,0.008
-0.010467999,-4,0.008
-0.010466,-4,0.008
-0.010463999,-4,0.008
-0.010462,-4,0.008
-0.010459999,-4,0.008
-0.010458,-3.6,0.012
-0.010455999,-3.6,0.008
-0.010454,-3.6,0.008
-0.010451999,-3.6,0.008
-0.01045,-4,0.008
-0.010447999,-4,0.008
-0.010446,-4,0.008
-0.010443999,-3.6,0.008
-0.010442,-3.6,0.004
-0.010439999,-3.6,0.008
-0.010438,-3.6,0.008
-0.010436,-3.6,0.008
-0.010434,-3.6,0.008
-0.010432,-3.6,0.008
-0.01043,-3.6,0.008
-0.010428,-3.6,0.004
-0.010426,-3.6,0.008
-0.010424,-3.6,0.004
-0.010422,-3.6,0.008
-0.01042,-3.6,0.008
-0.010418,-3.6,0.008
-0.010416,-3.2,0.008
-0.010413999,-3.2,0.008
-0.010412,-3.2,0.004
-0.010409999,-3.2,0.008
-0.010408,-3.6,0.004
-0.010405999,-3.2,0.004
-0.010404,-3.2,0.004
-0.010401999,-3.2,0.008
-0.0104,-3.6,0.004
-0.010398001,-3.2,0.004
-0.010396,-3.2,0.004
-0.010394001,-3.2,0.004
-0.010392,-3.2,0.004
-0.010390001,-3.2,0.004
-0.010388,-3.2,0.004
-0.010386001,-2.8,0.004
-0.010384,-2.8,0.004
-0.010382001,-3.2,0.004
-0.01038,-3.2,0.004
-0.010378001,-3.2,0.004
-0.010376,-3.6,0.004
-0.010374,-3.2,0.004
-0.010372,-3.2,0
-0.01037,-3.6,0.004
-0.010368,-3.2,0
-0.010366,-3.2,0
-0.010364,-3.2,0
-0.010362,-3.2,0
-0.01036,-3.2,0
-0.010358,-3.2,0
-0.010356,-3.2,0
-0.010354,-3.2,0.004
-0.010351999,-3.2,0
-0.01035,-3.2,0.004
-0.010347999,-3.2,0
-0.010346,-3.2,0
-0.010343999,-2.8,0
-0.010342,-3.2,0
-0.010339999,-2.8,0
-0.010338,-3.2,0
-0.010336001,-3.2,0
-0.010334,-2.8,0
-0.010332001,-2.8,0
-0.01033,-2.8,0
-0.010328001,-3.2,0
-0.010326,-2.8,0
-0.010324001,-3.2,0
-0.010322,-2.8,0
-0.010320001,-2.8,0
-0.010318,-2.8,0
-0.010316001,-2.8,0
-0.010314,-2.8,0
-0.010312,-2.8,0
-0.01031,-2.8,0
-0.010308,-2.8,0
-0.010306,-2.8,0
-0.010304,-2.8,0
-0.010302,-2.8,0
-0.0103,-2.8,0
-0.010298001,-2.8,0
-0.010296,-2.8,0
-0.010294001,-2.8,0
-0.010292,-2.8,0
-0.010290001,-2.8,0
-0.010288,-2.8,0
-0.010286001,-2.8,-0.004
-0.010284,-3.2,0
-0.010282001,-3.2,0
-0.01028,-2.8,-0.004
-0.010278001,-2.8,0
-0.010276,-2.8,0
-0.010274001,-2.8,-0.004
-0.010272,-2.4,-0.004
-0.010270001,-2.8,-0.004
-0.010268,-2.8,-0.004
-0.010266001,-2.8,-0.004
-0.010264,-2.8,-0.004
-0.010262001,-2.8,-0.004
-0.01026,-2.8,-0.004
-0.010258001,-2.8,-0.004
-0.010256,-2.8,-0.004
-0.010254001,-2.8,-0.004
-0.010252,-2.8,-0.004
-0.01025,-2.8,-0.008
-0.010248,-2.8,-0.004
-0.010246,-2.8,-0.008
-0.010244,-2.8,-0.004
-0.010242,-2.8,-0.004
-0.01024,-2.8,-0.004
-0.010238,-2.8,-0.008
-0.010236001,-2.8,-0.008
-0.010234,-2.4,-0.004
-0.010232001,-2.8,-0.008
-0.01023,-2.8,-0.008
-0.010228001,-2.8,-0.008
-0.010226,-2.8,-0.008
-0.010224001,-2.8,-0.008
-0.010222,-2.4,-0.008
-0.010220001,-2.8,-0.008
-0.010218,-2.4,-0.008
-0.010216001,-2.4,-0.008
-0.010214,-2.8,-0.008
-0.010212001,-2.4,-0.008
-0.01021,-2.4,-0.008
-0.010208001,-2.4,-0.008
-0.010206,-2.4,-0.008
-0.010204001,-2.4,-0.008
-0.010202,-2.4,-0.008
-0.010199999,-2.4,-0.008
-0.010198,-2.4,-0.008
-0.010195999,-2.4,-0.008
-0.010194,-2.4,-0.008
-0.010191999,-2.4,-0.008
-0.01019,-2.4,-0.008
-0.010187999,-2.4,-0.008
-0.010186,-2.4,-0.008
-0.010183999,-2.4,-0.008
-0.010182,-2.4,-0.008
-0.010179999,-2.4,-0.008
-0.010178,-2.4,-0.012
-0.010175999,-2,-0.012
-0.010174,-2.4,-0.012
-0.010171999,-2.4,-0.008
-0.010169999,-2.4,-0.008
-0.010167999,-2,-0.012
-0.010165999,-2,-0.008
-0.010163999,-2.4,-0.012
-0.010161999,-2,-0.012
-0.010159999,-2.4,-0.012
-0.010157999,-2.4,-0.012
-0.010155999,-2,-0.012
-0.010153999,-2.4,-0.012
-0.010151999,-2.4,-0.012
-0.010149999,-2,-0.012
-0.010147999,-2,-0.012
-0.010145999,-2.4,-0.012
-0.010143999,-2,-0.012
-0.010141999,-2.4,-0.016
-0.010139999,-2,-0.012
-0.010137999,-2,-0.012
-0.010136,-2,-0.012
-0.010133999,-2,-0.012
-0.010132,-2,-0.012
-0.010129999,-2,-0.012
-0.010128,-1.6,-0.012
-0.010125999,-1.6,-0.016
-0.010124,-1.6,-0.012
-0.010121999,-1.6,-0.012
-0.01012,-2,-0.016
-0.010117999,-1.6,-0.012
-0.010116,-1.6,-0.016
-0.010113999,-1.6,-0.016
-0.010112,-1.6,-0.012
-0.010109999,-1.6,-0.016
-0.010107999,-1.6,-0.016
-0.010105999,-1.6,-0.016
-0.010103999,-1.6,-0.016
-0.010101999,-1.6,-0.016
-0.010099999,-1.6,-0.016
-0.010098,-1.6,-0.016
-0.010095999,-1.6,-0.016
-0.010094,-1.6,-0.016
-0.010091999,-1.6,-0.016
-0.01009,-1.6,-0.016
-0.010087999,-1.6,-0.016
-0.010086,-1.6,-0.016
-0.010083999,-1.6,-0.016
-0.010082,-1.6,-0.016
-0.010079999,-1.6,-0.016
-0.010078,-1.6,-0.016
-0.010075999,-1.6,-0.016
-0.010074,-1.6,-0.016
-0.010071999,-1.6,-0.016
-0.01007,-1.6,-0.016
-0.010067999,-1.6,-0.016
-0.010066,-1.6,-0.016
-0.010063999,-1.6,-0.016
-0.010062,-1.2,-0.02
-0.010059999,-1.6,-0.016
-0.010058,-1.6,-0.02
-0.010055999,-1.2,-0.016
-0.010054,-1.2,-0.016
-0.010051999,-1.6,-0.016
-0.01005,-1.2,-0.02
-0.010047999,-1.6,-0.02
-0.010045999,-1.2,-0.016
-0.010043999,-1.2,-0.016
-0.010041999,-1.2,-0.02
-0.010039999,-1.2,-0.02
-0.010037999,-0.8,-0.02
-0.010036,-1.2,-0.024
-0.010033999,-1.2,-0.024
-0.010032,-1.2,-0.02
-0.010029999,-1.2,-0.02
-0.010028,-0.8,-0.02
-0.010025999,-1.2,-0.02
-0.010024,-1.2,-0.024
-0.010021999,-0.8,-0.024
-0.01002,-1.2,-0.02
-0.010017999,-1.2,-0.024
-0.010016,-1.2,-0.024
-0.010013999,-0.8,-0.024
-0.010012,-0.8,-0.024
-0.010009999,-0.8,-0.02
-0.010008,-0.8,-0.024
-0.010005999,-1.2,-0.024
-0.010004,-0.8,-0.024
-0.010001999,-0.8,-0.024
-0.01,-0.8,-0.024
-0.009998,-0.8,-0.024
-0.009996,-0.8,-0.024
-0.009994,-0.8,-0.024
-0.009992,-0.8,-0.024
-0.00999,-0.8,-0.024
-0.009987999,-0.8,-0.024
-0.009986,-0.4,-0.024
-0.009983999,-0.8,-0.024
-0.009982,-0.8,-0.024
-0.009979999,-0.8,-0.024
-0.009978,-0.8,-0.024
-0.009975999,-0.8,-0.024
-0.009974,-0.8,-0.024
-0.009971999,-0.8,-0.024
-0.00997,-0.8,-0.024
-0.009967999,0,-0.028
-0.009966,-0.4,-0.028
-0.009963999,-0.4,-0.028
-0.009962,-0.4,-0.028
-0.009959999,-0.4,-0.028
-0.009958,-0.4,-0.028
-0.009955999,-0.4,-0.024
-0.009954,-0.4,-0.028
-0.009951999,-0.4,-0.028
-0.00995,0,-0.028
-0.009947999,-0.4,-0.028
-0.009946,-0.4,-0.028
-0.009943999,-0.4,-0.028
-0.009942,-0.4,-0.028
-0.009939999,-0.4,-0.028
-0.009938,0,-0.028
-0.009936,0,-0.028
-0.009934,0,-0.028
-0.009932,-0.4,-0.032
-0.00993,0,-0.028
-0.009928,0,-0.028
-0.009925999,0,-0.028
-0.009924,0,-0.032
-0.009921999,0,-0.032
-0.00992,0,-0.028
-0.009917999,0,-0.032
-0.009916,0,-0.032
-0.009913999,0,-0.028
-0.009912,0,-0.032
-0.009909999,0,-0.032
-0.009908,0,-0.032
-0.009905999,0,-0.032
-0.009904,0,-0.032
-0.009901999,0,-0.032
-0.0099,0,-0.032
-0.009898001,0,-0.032
-0.009896,0,-0.032
-0.009894001,0,-0.032
-0.009892,0,-0.032
-0.009890001,0,-0.032
-0.009888,0,-0.032
-0.009886,0,-0.032
-0.009884,0,-0.032
-0.009882,0,-0.032
-0.00988,0,-0.032
-0.009878,0,-0.032
-0.009876,0,-0.032
-0.009874,0,-0.032
-0.009872,0,-0.032
-0.00987,0.4,-0.032
-0.009868,0.4,-0.032
-0.009866,0.4,-0.032
-0.009863999,0,-0.032
-0.009862,0,-0.032
-0.009859999,0.4,-0.032
-0.009858,0.4,-0.032
-0.009855999,0.4,-0.032
-0.009854,0.4,-0.032
-0.009851999,0.8,-0.032
-0.00985,0.4,-0.036
-0.009847999,0.8,-0.032
-0.009846,0.4,-0.036
-0.009843999,0.8,-0.032
-0.009842,0.4,-0.036
-0.009839999,0.8,-0.036
-0.009838,0.4,-0.036
-0.009836001,0.8,-0.036
-0.009834,0.8,-0.04
-0.009832001,0.4,-0.036
-0.00983,0.8,-0.04
-0.009828001,0.8,-0.036
-0.009826,0.8,-0.04
-0.009824,0.8,-0.04
-0.009822,0.8,-0.036
-0.00982,0.8,-0.04
-0.009818,0.8,-0.036
-0.009816,0.8,-0.04
-0.009814,0.8,-0.04
-0.009812,0.8,-0.04
-0.00981,0.8,-0.04
-0.009808,0.8,-0.04
-0.009806,0.8,-0.04
-0.009804,0.8,-0.04
-0.009801999,1.2,-0.04
-0.0098,0.8,-0.04
-0.009798001,0.8,-0.04
-0.009796,0.8,-0.04
-0.009794001,0.8,-0.04
-0.009792,0.8,-0.04
-0.009790001,0.8,-0.04
-0.009788,0.8,-0.04
-0.009786001,0.8,-0.04
-0.009784,0.8,-0.04
-0.009782001,1.2,-0.04
-0.00978,0.8,-0.04
-0.009778001,0.8,-0.04
-0.009776,0.8,-0.04
-0.009774001,0.8,-0.04
-0.009772,1.2,-0.04
-0.009770001,1.2,-0.04
-0.009768,1.2,-0.04
-0.009766001,1.6,-0.04
-0.009764,1.6,-0.044
-0.009762,1.2,-0.044
-0.00976,1.2,-0.04
-0.009758,1.2,-0.04
-0.009756,1.6,-0.044
-0.009754,1.6,-0.044
-0.009752,1.6,-0.04
-0.00975,1.6,-0.044
-0.009748,1.6,-0.04
-0.009746,1.6,-0.044
-0.009744,1.6,-0.044
-0.009742,1.6,-0.044
-0.009739999,1.6,-0.044
-0.009738,1.6,-0.044
-0.009736001,1.6,-0.044
-0.009734,1.6,-0.044
-0.009732001,1.6,-0.048
-0.00973,1.6,-0.044
-0.009728001,1.6,-0.048
-0.009726,1.6,-0.044
-0.009724001,1.6,-0.048
-0.009722,1.6,-0.044
-0.009720001,1.6,-0.048
-0.009718,1.6,-0.044
-0.009716001,1.6,-0.044
-0.009714,1.6,-0.048
-0.009712001,1.6,-0.048
-0.00971,1.6,-0.048
-0.009708001,1.6,-0.048
-0.009706,1.6,-0.048
-0.009704001,1.6,-0.048
-0.009702,1.6,-0.048
-0.009699999,1.6,-0.048
-0.009698,1.6,-0.048
-0.009695999,2,-0.048
-0.009694,1.6,-0.048
-0.009691999,1.6,-0.048
-0.00969,2,-0.048
-0.009687999,1.6,-0.048
-0.009686,1.6,-0.048
-0.009683999,2,-0.048
-0.009681999,2,-0.048
-0.009679999,1.6,-0.048
-0.009677999,2,-0.048
-0.009675999,2,-0.048
-0.009673999,2,-0.048
-0.009671999,2,-0.048
-0.009669999,2,-0.048
-0.009667999,2,-0.048
-0.009665999,2,-0.048
-0.009663999,2,-0.048
-0.009661999,2,-0.048
-0.009659999,2,-0.048
-0.009657999,2.4,-0.048
-0.009655999,2,-0.052
-0.009653999,2,-0.048
-0.009651999,2.4,-0.048
-0.009649999,2.4,-0.048
-0.009647999,2.4,-0.052
-0.009645999,2.4,-0.052
-0.009643999,2.4,-0.052
-0.009641999,2.4,-0.052
-0.009639999,2.4,-0.052
-0.009637999,2.4,-0.052
-0.009636,2.4,-0.052
-0.009633999,2.4,-0.052
-0.009632,2.4,-0.056
-0.009629999,2.8,-0.056
-0.009628,2.4,-0.056
-0.009625999,2.8,-0.056
-0.009624,2.4,-0.056
-0.009621999,2.4,-0.056
-0.009619999,2.4,-0.056
-0.009617999,2.8,-0.056
-0.009615999,2.8,-0.056
-0.009613999,2.8,-0.056
-0.009611999,2.8,-0.056
-0.009609999,2.8,-0.056
-0.009607999,2.8,-0.056
-0.009605999,2.8,-0.056
-0.009603999,2.8,-0.056
-0.009601999,2.8,-0.056
-0.009599999,2.8,-0.056
-0.009598,2.8,-0.056
-0.009595999,2.8,-0.056
-0.009594,2.8,-0.056
-0.009591999,2.8,-0.056
-0.00959,2.8,-0.056
-0.009587999,2.8,-0.056
-0.009586,2.8,-0.056
-0.009583999,2.8,-0.056
-0.009582,2.8,-0.056
-0.009579999,2.8,-0.056
-0.009578,2.8,-0.056
-0.009575999,2.8,-0.056
-0.009574,2.8,-0.056
-0.009571999,2.8,-0.056
-0.00957,2.8,-0.06
-0.009567999,2.8,-0.06
-0.009566,2.8,-0.06
-0.009563999,2.8,-0.06
-0.009562,2.8,-0.06
-0.009559999,2.8,-0.056
-0.009557999,2.8,-0.056
-0.009555999,2.8,-0.06
-0.009553999,2.8,-0.06
-0.009551999,2.8,-0.06
-0.009549999,2.8,-0.06
-0.009547999,2.8,-0.06
-0.009545999,2.8,-0.06
-0.009543999,2.8,-0.06
-0.009541999,2.8,-0.06
-0.009539999,3.2,-0.064
-0.009537999,2.8,-0.06
-0.009536,2.8,-0.06
-0.009533999,2.8,-0.064
-0.009532,2.8,-0.06
-0.009529999,2.8,-0.06
-0.009528,3.2,-0.064
-0.009525999,2.8,-0.064
-0.009524,2.8,-0.064
-0.009521999,2.8,-0.064
-0.00952,2.8,-0.064
-0.009517999,3.2,-0.064
-0.009516,3.2,-0.064
-0.009513999,3.2,-0.064
-0.009512,3.2,-0.064
-0.009509999,2.8,-0.064
-0.009508,3.2,-0.064
-0.009505999,3.2,-0.064
-0.009504,2.8,-0.064
-0.009501999,3.2,-0.064
-0.0095,3.2,-0.064
-0.009498,3.2,-0.064
-0.009495999,3.2,-0.064
-0.009494,3.2,-0.064
-0.009491999,3.2,-0.064
-0.00949,3.2,-0.064
-0.009487999,3.2,-0.064
-0.009486,3.2,-0.064
-0.009483999,3.2,-0.064
-0.009482,3.6,-0.064
-0.009479999,3.6,-0.064
-0.009478,3.6,-0.064
-0.009475999,3.6,-0.064
-0.009474,3.6,-0.064
-0.009471999,3.6,-0.064
-0.00947,3.6,-0.064
-0.009467999,3.6,-0.068
-0.009466,3.6,-0.064
-0.009463999,3.6,-0.064
-0.009462,3.6,-0.064
-0.009459999,3.6,-0.064
-0.009458,3.6,-0.068
-0.009455999,3.6,-0.068
-0.009454,3.6,-0.068
-0.009451999,3.6,-0.068
-0.00945,4,-0.068
-0.009447999,3.6,-0.068
-0.009446,3.6,-0.068
-0.009443999,4,-0.068
-0.009442,3.6,-0.068
-0.009439999,3.6,-0.068
-0.009438,3.6,-0.068
-0.009436,3.6,-0.068
-0.009433999,3.6,-0.072
-0.009432,4,-0.072
-0.009429999,3.6,-0.072
-0.009428,3.6,-0.072
-0.009425999,3.6,-0.072
-0.009424,4,-0.072
-0.009421999,4,-0.072
-0.00942,4,-0.072
-0.009417999,4,-0.072
-0.009416,3.6,-0.072
-0.009413999,3.6,-0.072
-0.009412,4,-0.072
-0.009409999,4,-0.072
-0.009408,4,-0.072
-0.009405999,4.4,-0.072
-0.009404,4.4,-0.072
-0.009401999,4,-0.072
-0.0094,4,-0.072
-0.009398001,4.4,-0.072
-0.009396,4.4,-0.072
-0.009394,4.4,-0.072
-0.009392,4.4,-0.072
-0.00939,4.4,-0.072
-0.009388,4.4,-0.076
-0.009386,4.4,-0.072
-0.009384,4.4,-0.076
-0.009382,4.4,-0.072
-0.00938,4.4,-0.076
-0.009378,4.4,-0.076
-0.009375999,4.4,-0.076
-0.009374,4.4,-0.072
-0.009371999,4.4,-0.08
-0.00937,4.4,-0.076
-0.009367999,4.4,-0.076
-0.009366,4.4,-0.076
-0.009363999,4.4,-0.076
-0.009362,4.4,-0.076
-0.009359999,4.4,-0.076
-0.009358,4.4,-0.076
-0.009355999,4.4,-0.076
-0.009354,4.4,-0.076
-0.009351999,4.4,-0.08
-0.00935,4.4,-0.076
-0.009347999,4.4,-0.076
-0.009346,4.4,-0.076
-0.009343999,4.4,-0.08
-0.009342,4.4,-0.08
-0.009339999,4.4,-0.08
-0.009338,4.4,-0.08
-0.009336,4.4,-0.08
-0.009334,4.4,-0.076
-0.009332,4.4,-0.08
-0.00933,4.8,-0.08
-0.009328,4.8,-0.08
-0.009326,4.8,-0.08
-0.009324,4.4,-0.08
-0.009322,4.8,-0.08
-0.00932,4.8,-0.08
-0.009318,4.8,-0.08
-0.009316,5.2,-0.08
-0.009313999,4.8,-0.08
-0.009312,4.8,-0.08
-0.009309999,5.2,-0.08
-0.009308,4.8,-0.08
-0.009305999,5.2,-0.08
-0.009304,5.2,-0.08
-0.009301999,5.2,-0.08
-0.0093,5.2,-0.08
-0.009298001,5.2,-0.08
-0.009296,4.8,-0.08
-0.009294001,5.2,-0.08
-0.009292,5.2,-0.084
-0.009290001,5.2,-0.08
-0.009288,5.2,-0.08
-0.009286001,5.2,-0.084
-0.009284,5.2,-0.08
-0.009282001,5.2,-0.084
-0.00928,5.6,-0.08
-0.009278001,5.2,-0.084
-0.009276,5.2,-0.08
-0.009274,5.6,-0.084
-0.009272,5.6,-0.084
-0.00927,5.6,-0.084
-0.009268,5.6,-0.084
-0.009266,5.6,-0.08
-0.009264,5.6,-0.084
-0.009262,5.6,-0.084
-0.00926,5.6,-0.084
-0.009258,5.6,-0.084
-0.009256,5.6,-0.084
-0.009254,5.6,-0.084
-0.009251999,5.6,-0.084
-0.00925,5.6,-0.084
-0.009247999,5.6,-0.084
-0.009246,5.6,-0.084
-0.009243999,5.6,-0.084
-0.009242,5.6,-0.084
-0.009239999,5.6,-0.084
-0.009238,5.6,-0.084
-0.009236001,5.6,-0.084
-0.009234,5.6,-0.084
-0.009232001,6,-0.084
-0.00923,5.6,-0.084
-0.009228001,6,-0.084
-0.009226,5.6,-0.084
-0.009224001,5.6,-0.084
-0.009222,6,-0.084
-0.009220001,6,-0.084
-0.009218,6,-0.084
-0.009216001,6,-0.084
-0.009214,6,-0.084
-0.009212,6,-0.084
-0.00921,6,-0.084
-0.009208,6,-0.084
-0.009206,6,-0.088
-0.009204,6,-0.084
-0.009202,6,-0.084
-0.0092,6,-0.088
-0.009198001,6,-0.084
-0.009196,6,-0.084
-0.009194001,6,-0.088
-0.009192,6,-0.088
-0.009190001,6,-0.088
-0.009188,6,-0.088
-0.009186001,6,-0.088
-0.009184,6,-0.088
-0.009182001,6,-0.088
-0.00918,6,-0.088
-0.009178001,6,-0.092
-0.009176,6,-0.088
-0.009174001,6,-0.088
-0.009172,6,-0.088
-0.009170001,6.4,-0.092
-0.009168,6,-0.088
-0.009166001,6,-0.088
-0.009164,6.4,-0.092
-0.009162001,6.4,-0.092
-0.00916,6.4,-0.088
-0.009158001,6.4,-0.092
-0.009156,6.4,-0.092
-0.009154001,6.4,-0.092
-0.009152,6.4,-0.092
-0.00915,6.4,-0.092
-0.009148,6.4,-0.092
-0.009146,6.4,-0.092
-0.009144,6.4,-0.092
-0.009142,6.4,-0.092
-0.00914,6.8,-0.092
-0.009138,6.4,-0.092
-0.009136001,6.8,-0.092
-0.009134,6.8,-0.092
-0.009132001,6.8,-0.092
-0.00913,6.8,-0.092
-0.009128001,6.8,-0.092
-0.009126,6.8,-0.092
-0.009124001,6.8,-0.092
-0.009122,6.8,-0.092
-0.009120001,6.8,-0.092
-0.009118,6.8,-0.092
-0.009116001,6.8,-0.092
-0.009114,6.8,-0.092
-0.009112001,6.8,-0.092
-0.00911,6.8,-0.092
-0.009108001,6.8,-0.092
-0.009106,7.2,-0.092
-0.009104001,7.6,-0.096
-0.009102,6.8,-0.096
-0.009099999,7.2,-0.096
-0.009098,6.8,-0.092
-0.009095999,7.2,-0.096
-0.009094,6.8,-0.1
-0.009091999,7.2,-0.096
-0.00909,7.6,-0.096
-0.009087999,6.8,-0.1
-0.009086,7.2,-0.096
-0.009083999,7.2,-0.096
-0.009082,7.6,-0.092
-0.009079999,7.2,-0.1
-0.009078,7.6,-0.1
-0.009075999,7.2,-0.1
-0.009074,7.2,-0.096
-0.009071999,7.6,-0.096
-0.009069999,7.2,-0.1
-0.009067999,7.6,-0.1
-0.009065999,7.2,-0.1
-0.009063999,7.6,-0.1
-0.009061999,7.6,-0.1
-0.009059999,7.6,-0.1
-0.009057999,7.6,-0.1
-0.009055999,7.6,-0.1
-0.009053999,7.6,-0.1
-0.009051999,7.6,-0.1
-0.009049999,7.6,-0.1
-0.009047999,7.6,-0.1
-0.009045999,7.6,-0.1
-0.009043999,7.6,-0.1
-0.009041999,7.6,-0.1
-0.009039999,7.6,-0.1
-0.009037999,7.6,-0.1
-0.009036,7.6,-0.1
-0.009033999,7.6,-0.1
-0.009032,7.6,-0.1
-0.009029999,7.6,-0.104
-0.009028,7.6,-0.1
-0.009025999,7.6,-0.1
-0.009024,7.6,-0.104
-0.009021999,7.6,-0.1
-0.00902,8,-0.104
-0.009017999,7.6,-0.104
-0.009016,8,-0.104
-0.009013999,8,-0.104
-0.009012,8,-0.104
-0.009009999,7.6,-0.104
-0.009007999,7.6,-0.104
-0.009005999,8,-0.104
-0.009003999,8,-0.104
-0.009001999,8,-0.104
-0.008999999,8,-0.104
-0.008998,8,-0.104
-0.008995999,8,-0.104
-0.008994,8,-0.104
-0.008991999,8,-0.104
-0.00899,8,-0.104
-0.008987999,8,-0.108
-0.008986,8,-0.104
-0.008983999,8,-0.104
-0.008982,8,-0.108
-0.008979999,8.4,-0.108
-0.008978,8,-0.108
-0.008975999,8,-0.104
-0.008974,8,-0.108
-0.008971999,8,-0.108
-0.00897,8,-0.108
-0.008967999,8,-0.108
-0.008966,8,-0.108
-0.008963999,8,-0.108
-0.008962,8,-0.108
-0.008959999,8,-0.108
-0.008958,8.4,-0.108
-0.008955999,8.4,-0.108
-0.008954,8,-0.108
-0.008951999,8.4,-0.108
-0.00895,8,-0.108
-0.008947999,8.4,-0.108
-0.008945999,8.4,-0.108
-0.008943999,8.4,-0.108
-0.008941999,8,-0.108
-0.008939999,8.4,-0.108
-0.008937999,8.4,-0.108
-0.008936,8.4,-0.108
-0.008933999,8.4,-0.108
-0.008932,8.4,-0.108
-0.008929999,8.4,-0.108
-0.008928,8.4,-0.108
-0.008925999,8.4,-0.108
-0.008924,8.4,-0.112
-0.008921999,8.4,-0.112
-0.00892,8.4,-0.112
-0.008917999,8.4,-0.112
-0.008916,8.4,-0.112
-0.008913999,8.4,-0.112
-0.008912,8.4,-0.112
-0.008909999,8.4,-0.112
-0.008908,8.8,-0.112
-0.008905999,8.4,-0.116
-0.008904,8.4,-0.116
-0.008901999,8.8,-0.112
-0.0089,8.4,-0.112
-0.008898,8.8,-0.116
-0.008896,8.8,-0.112
-0.008894,8.8,-0.116
-0.008892,8.8,-0.116
-0.00889,8.8,-0.116
-0.008888,8.8,-0.112
-0.008886,8.8,-0.112
-0.008883999,8.8,-0.116
-0.008882,8.8,-0.116
-0.008879999,8.8,-0.116
-0.008878,8.8,-0.116
-0.008875999,8.8,-0.116
-0.008874,8.8,-0.116
-0.008871999,8.8,-0.116
-0.00887,8.8,-0.116
-0.008867999,8.8,-0.116
-0.008866,8.8,-0.116
-0.008863999,8.8,-0.116
-0.008862,8.8,-0.116
-0.008859999,8.8,-0.116
-0.008858,8.8,-0.116
-0.008855999,9.2,-0.116
-0.008854,8.8,-0.116
-0.008851999,9.2,-0.12
-0.00885,8.8,-0.116
-0.008847999,9.2,-0.116
-0.008846,9.2,-0.116
-0.008843999,9.2,-0.116
-0.008842,9.2,-0.116
-0.008839999,9.2,-0.12
-0.008838,9.2,-0.116
-0.008836,9.6,-0.116
-0.008834,8.8,-0.12
-0.008832,9.6,-0.12
-0.00883,9.6,-0.116
-0.008828,9.2,-0.12
-0.008825999,9.6,-0.12
-0.008824,9.2,-0.12
-0.008821999,9.6,-0.12
-0.00882,9.6,-0.12
-0.008817999,9.6,-0.12
-0.008816,9.6,-0.12
-0.008813999,9.6,-0.12
-0.008812,9.6,-0.12
-0.008809999,9.6,-0.12
-0.008808,9.2,-0.12
-0.008805999,9.6,-0.124
-0.008804,9.2,-0.124
-0.008801999,9.6,-0.12
-0.0088,9.6,-0.12
-0.008798001,9.6,-0.124
-0.008796,9.6,-0.12
-0.008794001,9.6,-0.12
-0.008792,9.6,-0.12
-0.008790001,9.6,-0.124
-0.008788,10,-0.12
-0.008786,9.6,-0.124
-0.008784,9.6,-0.124
-0.008782,9.6,-0.124
-0.00878,9.6,-0.124
-0.008778,9.6,-0.124
-0.008776,9.6,-0.12
